RTECS_ID,CAS_RN,SMILES,rat_subcutaneous_LD50
51218,51-21-8,O=c1[nH]cc(F)c(=O)[nH]1,2.777744117
51285,51-28-5,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,3.867130293
51309,51-30-9,CC(C)NCC(O)c1ccc(O)c(O)c1,2.686330074
51558,51-55-8,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.063521
51616,51-61-6,NCCc1ccc(O)c(O)c1,2.37430062
51752,51-75-2,CN(CCCl)CCCl,4.981050988
51774,51-77-4,CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,1.472428127
51832,51-83-2,C[N+](C)(C)CCOC(N)=O,4.565841918
52211,52-21-1,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,3.224540616
52244,52-24-4,S=P(N1CC1)(N1CC1)N1CC1,4.384881616
52313,52-31-3,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,3.051191125
52437,52-43-7,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,3.2771235
52460,52-46-0,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,4.265838294
52517,52-51-7,O=[N+]([O-])C(Br)(CO)CO,3.070555016
52664,52-66-4,CC(C)(S)C(N)C(=O)O,1.56958643
52686,52-68-6,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.808610974
52868,52-86-8,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.796887569
52891,52-89-1,NC(CS)C(=O)O,1.948606377
53214,53-21-4,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,3.213795389
53361,53-36-1,CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,3.19638373
53394,53-39-4,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.486353957
53430,53-43-0,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,2.460041936
53861,53-86-1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.393437911
54035,1954/3/5,COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,2.80434172
54319,54-31-9,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1.856740708
54477,54-47-7,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,2.463529388
54648,54-64-8,CC[Hg]Sc1ccccc1C(=O)O,3.591784425
54717,54-71-7,CCC1C(=O)OCC1Cc1cncn1C,2.856003489
54853,54-85-3,NNC(=O)c1ccncc1,2.619974581
54864,54-86-4,O=C(O)c1cccnc1,1.391326855
54875,54-87-5,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,3.126446996
54911,54-91-1,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,3.408505948
54955,54-95-5,C1CCc2nnnn2CC1,3.211007404
55038,1955/3/8,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.191379465
55185,55-18-5,CCN(CC)N=O,2.719148486
55527,55-52-7,CC(Cc1ccccc1)NN,3.523529699
55561,55-56-1,N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,2.703685075
55630,55-63-0,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.383060594
55914,55-91-4,CC(C)OP(=O)(F)OC(C)C,5.106802156
55981,55-98-1,CS(=O)(=O)OCCCCOS(C)(=O)=O,4.049052311
56382,56-38-2,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.510045791
56406,56-40-6,NCC(=O)O,1.159445716
56575,56-57-5,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,4.178744056
56699,56-69-9,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,3.169686266
56757,56-75-7,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.810409964
56815,56-81-5,OCC(O)CO,2.964231336
57067,1957/6/7,C=CCN=C=S,3.032539931
57136,57-13-6,NC(N)=O,0.86474255
57294,57-29-4,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.57322651
57307,57-30-7,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.070402849
57534,57-53-4,CCCC(C)(COC(N)=O)COC(N)=O,2.618800919
57556,57-55-6,CC(O)CO,0.529173603
57636,57-63-6,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,2.170862856
57681,57-68-1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2.143540946
57852,57-85-2,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.838212919
57943,57-94-3,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.293785129
58082,1958/8/2,Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.057786886
58139,58-13-9,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,2.914450263
58151,58-15-1,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.894351739
58184,58-18-4,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1.781695072
58286,58-28-6,CNCCCN1c2ccccc2CCc2ccccc21,3.163063568
58322,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,2.485494285
58402,58-40-2,CN(C)CCCN1c2ccccc2Sc2ccccc21,3.170671119
58560,58-56-0,Cc1ncc(CO)c(CO)c1O,1.74173414
58719,58-71-9,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.681476531
58742,58-74-2,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.158287938
58935,58-93-5,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.370040756
59018,1959/1/8,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,2.265274805
59052,1959/5/2,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.894055247
59143,59-14-3,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,1.896215209
59267,59-26-7,CCN(CC)C(=O)c1cccnc1,2.870781749
59507,59-50-7,Cc1cc(O)ccc1Cl,2.552013849
59529,59-52-9,OCC(S)CS,1.79319649
59870,59-87-0,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,1.81984652
59892,59-89-2,O=NN1CCOCC1,2.834458106
60231,60-23-1,NCCS,2.963067903
60253,60-25-3,C[N+](C)(C)CCCCCC[N+](C)(C)C,3.046923497
60311,60-31-1,CC(=O)OCC[N+](C)(C)C,2.767037068
60344,60-34-4,CNN,3.119378447
60355,60-35-5,CC(N)=O,0.771352266
60515,60-51-5,CNC(=O)CSP(=S)(OC)OC,2.816265927
60548,60-54-8,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,2.802715099
60560,60-56-0,Cn1cc[nH]c1=S,2.036374114
60571,60-57-1,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,3.890629715
60877,60-87-7,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.730393332
60991,60-99-1,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.86329774
61121,1961/12/1,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.10452631
61734,61-73-4,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,3.175188207
62511,62-51-1,CC(=O)OC(C)C[N+](C)(C)C,3.329701542
62737,62-73-7,COP(=O)(OC)OC=C(Cl)Cl,4.310921352
62748,62-74-8,O=C(O)CF,4.193358386
62759,62-75-9,CN(C)N=O,3.693627302
63252,63-25-2,CNC(=O)Oc1cccc2ccccc12,2.1575539
63423,63-42-3,O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.835433089
64391,64-39-1,CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.860167723
64437,64-43-7,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.075884892
64653,64-65-3,CCC1(C)CC(=O)NC(=O)C1,3.699521628
64675,64-67-5,CCOS(=O)(=O)OCC,2.643979714
64697,64-69-7,O=C(O)CI,3.491240261
65225,65-22-5,Cc1ncc(CO)c(C=O)c1O,2.498866885
65292,65-29-2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,4.253429834
66273,66-27-3,COS(C)(=O)=O,2.9450114
66320,66-32-0,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.326115898
66400,66-40-0,CC[N+](CC)(CC)CC,2.813764408
66819,66-81-9,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.051309998
67038,1967/3/8,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2.675650705
67685,67-68-5,CS(C)=O,0.813669929
67732,67-73-2,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3.622189069
68122,1968/12/2,CN(C)C=O,1.284104074
68893,68-89-3,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.167546145
69238,69-23-8,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.834828855
69534,69-53-4,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.817916266
69749,69-74-9,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.687027494
69818,69-81-8,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,1.276426875
70257,70-25-7,CN(N=O)C(N)=N[N+](=O)[O-],2.544345668
70304,70-30-4,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.725833726
70519,70-51-9,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1.660943716
71001,71-00-1,NC(Cc1cnc[nH]1)C(=O)O,1.190771374
71589,71-58-9,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,2.632942944
71636,71-63-6,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.667995486
71681,71-68-1,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,3.747797047
71783,71-78-3,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.046904683
72333,72-33-3,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,1.793003474
73314,73-31-4,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.161897444
73789,73-78-9,CCN(CC)CC(=O)Nc1c(C)cccc1C,2.729392154
74613,74-61-3,O=S(=O)(O)CC(S)CS,2.098747529
74839,74-83-9,CBr,2.847110884
74884,74-88-4,CI,3.110709056
75058,1975/5/8,CC#N,1.069276855
75070,75-07-0,CC=O,1.837795515
75127,1975/12/7,NC=O,1.051548033
75218,75-21-8,C1CO1,2.372133883
75865,75-86-5,CC(C)(O)C#N,4.000541253
76255,76-25-5,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,4.520722483
76744,76-74-4,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.520452424
76904,76-90-4,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.662812689
77043,1977/4/3,CCC1(CC)C(=O)C=CNC1=O,2.403713117
77269,77-26-9,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,3.146631835
77361,77-36-1,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.830937504
77770,77-77-0,C=CS(=O)(=O)C=C,3.92633142
77781,77-78-1,COS(=O)(=O)OC,3.100828725
77816,77-81-6,CCOP(=O)(C#N)N(C)C,6.000345689
77930,77-93-0,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1.621813371
78342,78-34-2,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,3.625308602
78524,78-52-4,CCOP(=S)(OCC)SCSC(C)C,5.137374686
78535,78-53-5,CCOP(=O)(OCC)SCCN(CC)CC,6.254220884
79163,79-16-3,CNC(C)=O,1.30758517
79174,79-17-4,NN=C(N)N,1.770061368
79834,79-83-4,CC(C)(CO)C(O)C(=O)NCCC(=O)O,1.796845806
80159,80-15-9,CC(C)(OO)c1ccccc1,2.600331315
80353,80-35-3,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.443315668
80400,80-40-0,CCOS(=O)(=O)c1ccc(C)cc1,2.602622039
80488,80-48-8,COS(=O)(=O)c1ccc(C)cc1,2.872114299
80499,80-49-9,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,2.559881201
80626,80-62-6,C=C(C)C(=O)OC,1.149984119
82826,82-82-6,Cc1ncc(CO)c(C(=O)O)c1O,1.530443988
84162,84-16-2,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,2.431961714
84220,84-22-0,c1ccc2c(c1)CCCC2C1=NCCN1,2.60267842
84366,84-36-6,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,2.522916093
86146,86-14-6,CCN(CC)C(C)C=C(c1cccs1)c1cccs1,3.811403697
86351,86-35-1,CCN1C(=O)NC(c2ccccc2)C1=O,2.310117411
87332,87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,2.280792503
87694,87-69-4,O=C(O)C(O)C(O)C(=O)O,1.813104379
87865,87-86-5,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.605889199
87990,87-99-0,OCC(O)C(O)C(O)CO,0.78432053
88857,88-85-7,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.071651737
89258,89-25-8,Cc1cc(=O)n(-c2ccccc2)[nH]1,2.199268311
90028,1990/2/8,O=Cc1ccccc1O,2.132554955
90222,90-22-2,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,2.726720124
91805,91-80-5,CN(C)CCN(Cc1cccs1)c1ccccn1,3.241204356
93141,93-14-1,COc1ccccc1OCC(O)CO,1.890602909
95045,1995/4/5,CC=C(CC)C(=O)NC(N)=O,2.07969597
95501,95-50-1,Clc1ccccc1Cl,1.468359148
95556,95-55-6,Nc1ccccc1O,3.469734472
95578,95-57-8,Oc1ccccc1Cl,2.131375502
95954,95-95-4,Oc1cc(Cl)c(Cl)cc1Cl,1.9413443
96128,1996/12/8,ClCC(Br)CBr,3.373526206
96297,96-29-7,CCC(C)=NO,1.508442492
96640,96-64-0,CC(OP(C)(=O)F)C(C)(C)C,6.409230429
98000,98-00-0,OCc1ccco1,3.062254509
98011,1998/1/1,O=Cc1ccco1,2.812393879
98920,98-92-0,NC(=O)c1cccnc1,1.861502407
99763,99-76-3,COC(=O)c1ccc(O)cc1,2.483299098
100447,100-44-7,ClCc1ccccc1,2.102385677
100561,100-56-1,Cl[Hg]c1ccccc1,3.823653171
100754,100-75-4,O=NN1CCCCC1,3.057468307
101144,101-14-4,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1.727799805
101257,101-25-7,O=NN1CN2CN(C1)CN(N=O)C2,2.927498682
101779,101-77-9,Nc1ccc(Cc2ccc(N)cc2)cc1,2.996224821
102012,102-01-2,CC(=O)CC(=O)Nc1ccccc1,1.40337303
102761,102-76-1,CC(=O)OCC(COC(C)=O)OC(C)=O,1.891706667
104143,104-14-3,NCC(O)c1ccc(O)cc1,2.641136856
104767,104-76-7,CCCCC(CC)CO,2.301801019
104905,104-90-5,CCc1ccc(C)nc1,2.166461652
105588,105-58-8,CCOC(=O)OCC,1.142948631
106489,106-48-9,Oc1ccc(Cl)cc1,2.096261883
106616,106-61-6,CC(=O)OCC(O)CO,1.387166473
106694,106-69-4,OCCCCC(O)CO,1.090245106
106898,106-89-8,ClCC1CO1,2.790167835
107028,107-02-8,C=CC=O,3.049714076
107062,107-06-2,ClCCCl,1.995459687
107073,107-07-3,OCCCl,2.981592117
107131,107-13-1,C=CC#N,2.849738721
107153,107-15-3,NCCN,2.301753217
107211,107-21-1,OCCO,1.34570972
107448,107-44-8,CC(C)OP(C)(=O)F,6.133582311
107493,107-49-3,CCOP(=O)(OCC)OP(=O)(OCC)OCC,6.017076743
107880,107-88-0,CC(O)CCO,0.653800825
107982,107-98-2,COCC(C)O,1.062736218
108327,108-32-7,CC1COC(=O)O1,0.963655971
108349,108-34-9,CCOP(=O)(OCC)Oc1cc(C)[nH]n1,4.524474015
108430,108-43-0,Oc1cccc(Cl)c1,1.966084307
108736,108-73-6,Oc1cc(O)cc(O)c1,1.415011231
108941,108-94-1,O=C1CCCCC1,1.655408446
109751,109-75-1,C=CCC#N,2.650573006
109773,109-77-3,N#CCC#N,3.321647738
110178,110-17-8,O=C(O)C=CC(=O)O,2.365757463
110805,110-80-5,CCOCCO,1.423351904
110861,110-86-1,c1ccncc1,1.960669572
111228,111-22-8,O=[N+]([O-])OCCOCCOCCO[N+](=O)[O-],1.979114601
111308,111-30-8,O=CCCCC=O,2.125446564
111411,111-41-1,NCCNCCO,1.665489266
111422,111-42-2,OCCNCCO,1.6793329
111466,111-46-6,OCCOCCO,0.751643485
111488,111-48-8,OCCSCCO,1.484972119
111900,111-90-0,CCOCCOCCO,1.349520354
111922,111-92-2,CCCCNCCCC,2.417693522
112561,112-56-1,CCCCOCCOCCSC#N,2.567789642
113188,113-18-8,C#CC(O)(C=CCl)CC,2.859141301
113451,113-45-1,COC(=O)C(c1ccccc1)C1CCCCN1,3.137486294
114261,114-26-1,CNC(=O)Oc1ccccc1OC(C)C,3.572467062
114498,114-49-8,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.010663741
114807,114-80-7,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,5.780679219
115264,115-26-4,CN(C)P(=O)(F)N(C)C,5.710751835
115797,115-79-7,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,5.077227358
116063,116-06-3,CNC(=O)ON=CC(C)(C)SC,5.455891524
118081,118-08-1,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,2.479848388
119120,119-12-0,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,3.047614431
119482,119-48-2,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,3.321727033
119675,119-67-5,O=Cc1ccccc1C(=O)O,1.790869889
120832,120-83-2,Oc1ccc(Cl)cc1Cl,1.974149494
121335,121-33-5,COc1cc(C=O)ccc1O,2.006177843
121540,121-54-0,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,3.540022258
121755,121-75-5,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.916932725
122145,122-14-5,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.328909405
123035,123-03-5,CCCCCCCCCCCCCCCC[n+]1ccccc1,3.085707187
123386,123-38-6,CCC=O,1.850212755
123397,123-39-7,CNC=O,1.373412258
123728,123-72-8,CCCC=O,0.857977427
123820,123-82-0,CCCCCC(C)N,2.93938931
123955,123-95-5,CCCCCCCCCCCCCCCCCC(=O)OCCCC,1.027084464
124947,124-94-7,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,3.600344654
124970,124-97-0,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)O)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,5.944668774
125291,125-29-1,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,3.300117018
125519,125-51-9,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.593411055
125520,125-52-0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,2.476434653
125600,125-60-0,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,2.984189004
125644,125-64-4,CCC1(CC)C(=O)NCC(C)C1=O,2.660986362
125699,125-69-9,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.926098418
126125,126-12-5,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,3.235378155
126227,126-22-7,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,2.038127179
126523,126-52-3,C#CC1(OC(N)=O)CCCCC1,2.632192445
127333,127-33-3,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,2.366290314
127480,127-48-0,CN1C(=O)OC(C)(C)C1=O,1.854737085
127582,127-58-2,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2.145651791
127855,127-85-5,Nc1ccc([As](=O)(O)O)cc1,3.461510532
128461,128-46-1,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,2.724719621
129033,129-03-3,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,2.45849583
130154,130-15-4,O=C1C=CC(=O)c2ccccc21,2.893734303
130267,130-26-7,Oc1c(I)cc(Cl)c2cccnc12,1.786044053
130610,130-61-0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.762710206
131997,131-99-7,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,1.950774138
132183,132-18-3,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,3.005277754
132694,132-69-4,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2.63320606
134361,134-36-1,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,2.198657637
134496,134-49-6,CC1NCCOC1c1ccccc1,2.704510849
136470,136-47-0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.041999287
136969,136-96-9,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,2.476287318
137268,137-26-8,CN(C)C(=S)SSC(=S)N(C)C,2.570781426
138227,138-22-7,CCCCOC(=O)C(C)O,1.085724537
138658,138-65-8,NCC(O)c1ccc(O)c(O)c1,4.346635024
139402,139-40-2,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.764592259
140205,140-20-5,COC(CNC(=O)NC(=O)CCC(=O)O)C[Hg]O,3.85273649
140761,140-76-1,C=Cc1ccc(C)nc1,1.965566296
140794,140-79-4,O=NN1CCN(N=O)CC1,2.954646457
141435,141-43-5,NCCO,1.609836209
141662,141-66-2,COP(=O)(OC)OC(C)=CC(=O)N(C)C,4.464635721
142643,142-64-3,C1CNCCN1,1.36699306
143577,143-57-7,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,6.218550822
143679,143-67-9,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,3.358786611
143748,143-74-8,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,2.77132163
144025,144-02-5,CCC1(CC)C(=O)NC(=O)NC1=O,2.612065323
144127,144-12-7,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,2.37272385
