RTECS_ID,CAS_RN,SMILES,rat_intravenous_LD50
54808,54-80-8,CC(C)NCC(O)c1ccc2ccccc2c1,3.707235101
54853,54-85-3,NNC(=O)c1ccncc1,2.574877614
54955,54-95-5,C1CCc2nnnn2CC1,3.487213816
55185,55-18-5,CCN(CC)N=O,2.562025066
55527,55-52-7,CC(Cc1ccccc1)NN,3.533289536
55561,55-56-1,N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,4.38146578
55630,55-63-0,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.990700463
55981,55-98-1,CS(=O)(=O)OCCCCOS(C)(=O)=O,5.136202486
56100,56-10-0,N=C(N)SCCN,3.146831825
56122,1956/12/2,NCCCC(=O)O,1.314377112
56382,56-38-2,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.884504704
56406,56-40-6,NCC(=O)O,1.460475712
56542,56-54-2,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.855353401
56553,56-55-3,c1ccc2cc3c(ccc4ccccc43)cc2c1,3.057464502
56699,56-69-9,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,3.911508771
56757,56-75-7,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,3.276383858
56815,56-81-5,OCC(O)CO,1.218688134
56973,56-97-3,ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,3.50748443
57090,57-09-0,CCCCCCCCCCCCCCCC[N+](C)(C)C,3.810708966
57136,57-13-6,NC(N)=O,1.054280533
57147,57-14-7,CN(C)N,2.634832042
57294,57-29-4,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.13918367
57307,57-30-7,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.246322964
57410,57-41-0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.42258883
57523,57-52-3,CC[Sn](CC)(CC)OS(=O)(=O)O[Sn](CC)(CC)CC,4.749092864
57534,57-53-4,CCCC(C)(COC(N)=O)COC(N)=O,2.794892178
57556,57-55-6,CC(O)CO,1.073618199
57625,57-62-5,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,3.64429023
57943,57-94-3,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.965602888
57965,57-96-5,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.419388142
57976,57-97-6,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,3.676436174
58082,1958/8/2,Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.267046508
58139,58-13-9,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,4.018692657
58151,58-15-1,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,3.372947679
58286,58-28-6,CNCCCN1c2ccccc2CCc2ccccc21,4.054938858
58322,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,3.412943618
58388,58-38-8,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.271787026
58402,58-40-2,CN(C)CCCN1c2ccccc2Sc2ccccc21,4.091917681
58560,58-56-0,Cc1ncc(CO)c(CO)c1O,2.441880151
58639,58-63-9,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,2.127475735
58719,58-71-9,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.866402021
58742,58-74-2,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,4.318259503
58935,58-93-5,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.478209283
58946,58-94-6,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,3.169863919
59018,1959/1/8,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,3.188964493
59052,1959/5/2,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,4.511355205
59143,59-14-3,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,2.121791832
59267,59-26-7,CCN(CC)C(=O)c1cccnc1,2.969959623
59303,59-30-3,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,2.93485839
59325,59-32-5,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,3.950230006
59472,59-47-2,Cc1ccccc1OCC(O)CO,3.136742018
59892,59-89-2,O=NN1CCOCC1,3.073680951
59972,59-97-2,c1ccc(CC2=NCCN2)cc1,3.275297802
60253,60-25-3,C[N+](C)(C)CCCCCC[N+](C)(C)C,3.755460707
60311,60-31-1,CC(=O)OCC[N+](C)(C)C,3.822554396
60322,60-32-2,NCCCCCC(=O)O,1.599337133
60344,60-34-4,CNN,3.162796025
60355,60-35-5,CC(N)=O,0.674442253
60515,60-51-5,CNC(=O)CSP(=S)(OC)OC,2.707121457
60548,60-54-8,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.538913299
60571,60-57-1,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.626583285
60877,60-87-7,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.039320461
60899,60-89-9,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,4.190984051
61121,1961/12/1,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,3.819886731
61687,61-68-7,Cc1cccc(Nc2ccccc2C(=O)O)c1C,3.333321301
61734,61-73-4,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,2.357031795
62511,62-51-1,CC(=O)OC(C)C[N+](C)(C)C,3.90373281
63252,63-25-2,CNC(=O)Oc1cccc2ccccc12,4.048409431
63741,63-74-1,Nc1ccc(S(N)(=O)=O)cc1,2.089927809
64006,64-00-6,CNC(=O)Oc1cccc(C(C)C)c1,4.787799959
64175,64-17-5,CCO,1.505046293
64391,64-39-1,CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,4.097528639
64437,64-43-7,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.247428523
64653,64-65-3,CCC1(C)CC(=O)NC(=O)C1,3.986763339
64777,64-77-7,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.58683476
64868,64-86-8,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.397334832
65225,65-22-5,Cc1ncc(CO)c(C=O)c1O,2.717992776
65292,65-29-2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,5.000704518
66273,66-27-3,COS(C)(=O)=O,2.798883364
66320,66-32-0,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.759367959
66400,66-40-0,CC[N+](CC)(CC)CC,3.341030115
66762,66-76-2,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.810722232
66819,66-81-9,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.148220011
67038,1967/3/8,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,3.351956724
67301,67-30-1,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,6.396681629
67561,67-56-1,CO,1.177136166
67630,67-63-0,CC(C)O,1.742216671
67641,67-64-1,CC(C)=O,1.023663918
67685,67-68-5,CS(C)=O,1.163686385
68122,1968/12/2,CN(C)C=O,1.562857675
68359,68-35-9,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.45394868
68768,68-76-8,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,5.665121127
68893,68-89-3,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.154412257
69056,1969/5/6,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.139625077
69272,69-27-2,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,4.106894798
69534,69-53-4,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.750946127
69749,69-74-9,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.687027494
69794,69-79-4,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.349711662
70008,70-00-8,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,2.002353778
70224,70-22-4,O=C1CCCN1CC#CCN1CCCC1,5.22811624
70257,70-25-7,CN(N=O)C(N)=N[N+](=O)[O-],3.264504971
70291,70-29-1,CCS(=O)CC,1.327983075
70304,70-30-4,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.734433898
70519,70-51-9,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,3.231529236
71001,71-00-1,NC(Cc1cnc[nH]1)C(=O)O,1.889741378
71238,71-23-8,CCCO,2.007993555
71363,71-36-3,CCCCO,2.378591294
71410,71-41-0,CCCCCO,2.652966245
71636,71-63-6,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.292568442
71783,71-78-3,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.94999467
71794,71-79-4,CN(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.999087023
72173,72-17-3,CC(O)C(=O)O,1.954618735
72560,72-56-0,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,3.62418882
73314,73-31-4,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.814567428
73789,73-78-9,CCN(CC)CC(=O)Nc1c(C)cccc1C,4.081106085
74113,1974/11/3,O=C(O)c1ccc(Cl)cc1,2.271458985
74555,74-55-5,CCC(CO)NCCNC(CC)CO,2.833176872
74908,74-90-8,C#N,4.523296754
75058,1975/5/8,CC#N,1.388035618
75570,75-57-0,C[N+](C)(C)C,4.318643586
75741,75-74-1,C[Pb](C)(C)C,3.482581272
76744,76-74-4,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.541725136
76755,76-75-5,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.744945783
76904,76-90-4,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.189621728
77156,77-15-6,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,3.885768513
77587,77-58-7,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,4.28190824
77656,77-65-6,CCC(Br)(CC)C(=O)NC(N)=O,2.744498184
77770,77-77-0,C=CS(=O)(=O)C=C,3.99327821
77816,77-81-6,CCOP(=O)(C#N)N(C)C,6.390316768
77861,77-86-1,NC(CO)(CO)CO,1.828000724
78002,78-00-2,CC[Pb](CC)(CC)CC,4.351441978
78115,1978/11/5,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.533261594
78444,78-44-4,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.762318378
78831,78-83-1,CC(C)CO,2.338474071
78922,78-92-2,CCC(C)O,2.730073902
80499,80-49-9,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,4.383789942
81889,81-88-9,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,3.697569222
82020,82-02-0,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,3.878823952
82826,82-82-6,Cc1ncc(CO)c(C(=O)O)c1O,1.951083887
82984,82-98-4,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,3.870411557
83261,83-26-1,CC(C)(C)C(O)=C1C(=O)c2ccccc2C1=O,3.663254154
83794,83-79-4,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,6.294932236
83885,83-88-5,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,3.876643841
84220,84-22-0,c1ccc2c(c1)CCCC2C1=NCCN1,3.75758038
84366,84-36-6,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,4.124976084
84968,84-96-8,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,3.930810815
84979,84-97-9,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,3.627760025
86124,1986/12/4,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,3.833790439
86500,86-50-0,COP(=S)(OC)SCn1nnc2ccccc2c1=O,4.626452606
86544,86-54-4,NNc1nncc2ccccc12,3.673129372
87081,1987/8/1,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,2.295360782
87332,87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,3.771102211
87898,87-89-8,OC1C(O)C(O)C(O)C(O)C1O,2.380587467
87990,87-99-0,OCC(O)C(O)C(O)CO,1.148836784
89258,89-25-8,Cc1cc(=O)n(-c2ccccc2)[nH]1,2.441026271
90222,90-22-2,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,4.863138678
90391,90-39-1,C1CCN2CC3CC(CN4CCCCC34)C2C1,3.887059937
91338,91-33-8,NS(=O)(=O)c1cc2c(cc1Cl)NC(=CSCc1ccccc1)NS2(=O)=O,3.010119017
91714,91-71-4,NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1,3.867915105
92319,92-31-9,Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N,3.970627736
93141,93-14-1,COc1ccccc1OCC(O)CO,2.740840589
94166,94-16-6,Nc1ccc(C(=O)NCC(=O)O)cc1,1.678099249
94199,94-19-9,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,2.339934317
94202,94-20-2,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.671227772
94633,94-63-3,C[n+]1ccccc1C=NO,3.065579653
96504,96-50-4,Nc1nccs1,2.244758752
96640,96-64-0,CC(OP(C)(=O)F)C(C)(C)C,6.612128767
96833,96-83-3,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3.272437849
97234,97-23-4,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.199508349
98179,98-17-9,Oc1cccc(C(F)(F)F)c1,3.45393495
98737,98-73-7,CC(C)(C)c1ccc(C(=O)O)cc1,2.949953248
99058,1999/5/8,Nc1cccc(C(=O)O)c1,1.696248729
99672,99-67-2,C=CCC(CC=C)C(=O)O,2.347351702
100516,100-51-6,OCc1ccccc1,3.309710496
100754,100-75-4,O=NN1CCCCC1,3.279317056
100925,100-92-5,CNC(C)(C)Cc1ccccc1,4.09894708
100970,100-97-0,C1N2CN3CN1CN(C2)C3,1.182929208
103231,103-23-1,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,2.614632436
103242,103-24-2,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,2.590281246
106514,106-51-4,O=C1C=CC(=O)C=C1,3.635869615
106694,106-69-4,OCCCCC(O)CO,1.379483577
106898,106-89-8,ClCC1CO1,2.778738373
107211,107-21-1,OCCO,1.279650151
107357,107-35-7,NCCS(=O)(=O)O,1.252329344
107448,107-44-8,CC(C)OP(C)(=O)F,6.555354929
107493,107-49-3,CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.985559691
107982,107-98-2,COCC(C)O,1.331581531
108521,108-52-1,Cc1ccnc(N)n1,2.174629254
108883,108-88-3,Cc1ccccc1,1.67219685
109126,109-12-6,Nc1ncccn1,2.080576259
109864,109-86-4,COCCO,1.565805587
110805,110-80-5,CCOCCO,1.574619579
110861,110-86-1,c1ccncc1,2.341884963
110985,110-98-5,CC(O)COCC(C)O,1.36424361
111206,111-20-6,O=C(O)CCCCCCCCC(=O)O,2.557700503
111308,111-30-8,O=CCCCC=O,4.009281752
111411,111-41-1,NCCNCCO,2.397535729
111422,111-42-2,OCCNCCO,2.130775984
111466,111-46-6,OCCOCCO,1.208566603
111762,111-76-2,CCCCOCCO,2.58539091
111900,111-90-0,CCOCCOCCO,1.525611613
112276,112-27-6,OCCOCCOCCO,1.108408887
112801,112-80-1,CCCCCCCCC=CCCCCCCCC(=O)O,5.070758013
113155,113-15-5,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,3.861588918
113428,113-42-8,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,4.169033903
113451,113-45-1,COC(=O)C(c1ccccc1)C1CCCCN1,3.677829594
113699,113-69-9,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,6.606926041
113735,113-73-5,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,4.827015581
114261,114-26-1,CNC(=O)Oc1ccccc1OC(C)C,4.279262404
114807,114-80-7,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,6.064047712
114909,114-90-9,ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.336003546
115764,115-76-4,CCC(CC)(CO)CO,2.318467585
115797,115-79-7,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,5.295870967
116063,116-06-3,CNC(=O)ON=CC(C)(C)SC,5.607267895
117817,117-81-7,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,3.193752201
119482,119-48-2,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,4.220269392
120025,120-02-5,NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1,4.13120924
121299,121-29-9,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,5.571080805
121540,121-54-0,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,4.336815619
121573,121-57-3,Nc1ccc(S(=O)(=O)O)cc1,1.460379085
121755,121-75-5,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,3.820022712
121926,121-92-6,O=C(O)c1cccc([N+](=O)[O-])c1,2.390519514
122145,122-14-5,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.924338817
122565,122-56-5,CCCCB(CCCC)CCCC,3.243419678
123319,123-31-9,Oc1ccc(O)cc1,2.981136811
124992,124-99-2,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,4.650275554
125406,125-40-6,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.481747613
125519,125-51-9,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.29430698
125520,125-52-0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,3.592649821
125644,125-64-4,CCC1(CC)C(=O)NCC(C)C1=O,2.683262757
125699,125-69-9,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.221801814
125859,125-85-9,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,3.917458994
125995,125-99-5,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,4.07177976
126078,126-07-8,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.945431654
126158,126-15-8,O=CC12CC=CCC1C1CC=CCC1O2,2.009172467
126318,126-31-8,O=S(=O)(O)CI,1.665117606
126523,126-52-3,C#CC1(OC(N)=O)CCCCC1,3.0273574
126750,126-75-0,CCOP(=O)(OCC)SCCSCC,5.181751139
127071,127-07-1,NC(=O)NO,1.20626663
127195,127-19-5,CC(=O)N(C)C,1.51852391
127333,127-33-3,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,3.598579955
127480,127-48-0,CN1C(=O)OC(C)(C)C1=O,2.951647098
127582,127-58-2,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2.38072091
127855,127-85-5,Nc1ccc([As](=O)(O)O)cc1,2.674034712
128201,128-20-1,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,4.063778106
128461,128-46-1,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,3.465082311
129179,129-17-9,CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,2.037986337
129204,129-20-4,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,3.678545157
129635,129-63-5,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,1.939568389
130610,130-61-0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,3.717631832
131011,131-01-1,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,4.586333705
131997,131-99-7,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,2.105676098
132183,132-18-3,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,3.989930062
132605,132-60-5,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,2.618517021
