RTECS_ID,CAS_RN,SMILES,quail_oral_LD50
947024,947-02-4,CCOP(=O)(N=C1SCCS1)OCC,4.03230417
950107,950-10-7,CCOP(=O)(N=C1SCC(C)S1)OCC,4.323071536
999815,999-81-5,C[N+](C)(C)CCCl,2.344264787
1003403,1003-40-3,Nc1ccncc1,4.09000664
1003674,1003-67-4,Cc1cc[n+](O)cc1,2.166868036
1005932,1005-93-2,CCC12COP(=O)(OC1)OC2,4.07463118
1007223,1007-22-3,CN(C)c1nc(=[N+](C)C)ss1,3.899266342
1046566,1046-56-6,c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccccc2)cc1,2.992178661
1071836,1071-83-6,O=C(O)CNCP(=O)(O)O,1.561556278
1072715,1072-71-5,S=c1[nH][nH]c(=S)s1,2.677136069
1079330,1079-33-0,CNC(=O)Oc1cccc2sccc12,3.693253631
1085989,1085-98-9,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1.823783212
1132612,1132-61-2,O=S(=O)(O)CCCN1CCOCC1,2.821013666
1135406,1135-40-6,O=S(=O)(O)CCCNC1CCCCC1,2.845337503
1455772,1455-77-2,Nc1nnc(N)[nH]1,2.496373425
1563662,1563-66-2,CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.845207974
1688717,1688-71-7,CCCC(=O)c1ccc(N)cc1,2.962353371
1783819,1783-81-9,CSc1cccc(N)c1,2.268649724
1861401,1861-40-1,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380243
1912261,1912-26-1,CCNc1nc(Cl)nc(N(CC)CC)n1,2.458099368
1918167,1918-16-7,CC(C)N(C(=O)CCl)c1ccccc1,3.366663054
1919488,1919-48-8,c1ccc(Oc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,3.053429794
2032657,2032-65-7,CNC(=O)Oc1cc(C)c(SC)c(C)c1,4.406333985
2045252,2045-25-2,Nc1ncnc(N2CCOCC2)n1,2.758468714
2104645,2104-64-5,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.810649133
2227170,2227-17-0,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,2.828175218
2235430,2235-43-0,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,2.076068633
2237301,2237-30-1,N#Cc1cccc(N)c1,2.322656975
2274671,2274-67-1,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.305664576
2274693,2274-69-3,COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,2.349953365
2275618,2275-61-8,CNP(=O)(N1CC1)N1CC1,2.832468489
2631370,2631-37-0,CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.424448131
2675776,2675-77-6,COc1cc(Cl)c(OC)cc1Cl,1.617117816
2686999,2686-99-9,CNC(=O)Oc1cc(C)c(C)c(C)c1,3.434852165
2835952,2835-95-2,Cc1ccc(N)cc1O,2.215390785
2921882,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.420949122
2984807,2984-80-7,COP(=O)(OC)OC(=CCl)c1ccc(Br)cc1Br,2.705654064
3054215,3054-21-5,S=P(NC1CCCCC1)(N1CC1)N1CC1,2.890067117
3083101,10-01-83,CN(C)CCN(C)CCN(C)CCN(C)C,2.862795392
3337711,3337-71-1,COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061160212
3347226,3347-22-6,N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,3.0275651
3383968,3383-96-8,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,3.793770834
3495429,3495-42-9,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,2.825961353
3570589,3570-58-9,CS(=O)(=O)OCCCl,2.882256278
3740929,3740-92-9,Clc1cc(Cl)nc(-c2ccccc2)n1,2.653363043
3750434,3750-43-4,CN(C)P(=S)(N1CC1)N1CC1,3.406517472
3766812,3766-81-2,CCC(C)c1ccccc1OC(=O)NC,3.167323621
3797624,3797-62-4,CCC(=O)OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,3.155949736
3811732,3811-73-2,O[n+]1ccccc1S,2.857386712
3813056,2005/6/13,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1.654539519
4114312,4114-31-2,CCOC(=O)NN,3.017488275
4151502,4151-50-2,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.047110966
4432319,4432-31-9,O=S(=O)(O)CCN1CCOCC1,2.790881716
4824786,4824-78-6,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.294525745
5878615,5878-61-5,Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O,3.385008931
5966518,5966-51-8,CN(C)CC(O)CN(C)C,2.665361277
5987826,5987-82-6,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,3.489145349
6611014,2001/4/11,O=C(NCCCCNC(=O)N1CC1)N1CC1,3.230794529
6784516,6784-51-6,NP(=O)(N1CC1)N1CC1,3.167665812
6784538,6784-53-8,O=P(Nc1ccccc1)(N1CC1)N1CC1,2.973976975
6802933,6802-93-3,ClCCN1CCC(C2CCN(CCCl)CC2)CC1,3.592224146
6923224,6923-22-4,CNC(=O)C=C(C)OP(=O)(OC)OC,4.746566092
7365459,7365-45-9,O=S(=O)(O)CCN1CCN(CCO)CC1,2.877453362
7786347,7786-34-7,COC(=O)C=C(C)OP(=O)(OC)OC,3.97578846
10191181,10191-18-1,O=S(=O)(O)CCN(CCO)CCO,2.82921214
10265926,10265-92-6,COP(N)(=O)SC,3.389957651
10605217,10605-21-7,COC(=O)Nc1nc2ccccc2[nH]1,1.281465173
13010087,13010-08-7,CCCCN(N=O)C(N)=N[N+](=O)[O-],2.498712492
13071799,13071-79-9,CCOP(=S)(OCC)SCSC(C)(C)C,4.283964228
13072690,13072-69-0,NC(=O)NC12CC3CC(CC(C3)C1)C2,2.788736541
13078303,13078-30-3,c1ccc(Nc2nnns2)cc1,2.751269357
13121705,13121-70-5,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,3.179123548
13171216,13171-21-6,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,4.601612437
13194484,13194-48-4,CCCSP(=O)(OCC)SCCC,4.509374593
13356086,13356-08-6,CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,8.177208646
13457186,13457-18-6,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,3.500258576
13574146,13574-14-6,CN(C)CC(=O)N(C)C,2.61489388
13684565,13684-56-5,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,2.083123898
14013300,14013-30-0,CN(C)CCSS(=O)(=O)O,2.768118019
14465964,14465-96-4,NP(=S)(N1CC1)N1CC1,3.212682897
14816183,14816-18-3,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,4.099910731
15311098,15311-09-8,c1cc(-c2nnc(-c3ccncc3)s2)ccn1,2.881050422
15662336,15662-33-6,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,4.569482155
15879933,15879-93-3,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.991014262
16052065,16052-06-5,O=S(=O)(O)CCCN1CCN(CCO)CC1,2.902292132
16672870,16672-87-0,O=P(O)(O)CCCl,2.129655028
16691433,16691-43-3,Nc1n[nH]c(=S)[nH]1,2.565328392
16752775,16752-77-5,CNC(=O)ON=C(C)SC,3.835339988
17467151,17467-15-1,Nc1nc(-c2ccccc2)ns1,3.373480875
17584122,17584-12-2,Cc1nnc(N)nc1C,2.594249147
17606314,17606-31-4,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,3.856956347
18181801,18181-80-1,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,2.330535521
19408469,19408-46-9,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,1.976998414
19666309,19666-30-9,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.759952246
20286128,20286-12-8,CC(C)C(=O)N1CC1,2.275541688
20408973,20408-97-3,O=CC(O)C(O)C(O)C(S)CO,2.514600874
21087649,21087-64-9,CSc1nnc(C(C)(C)C)c(=O)n1N,3.116166163
21198185,21198-18-5,NNC(=S)NC1CCCCC1,2.739073888
21725462,21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.77941249
21923239,21923-23-9,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,3.904597746
22042962,22042-96-2,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,2.358631703
22224926,22224-92-6,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,5.481964042
22781233,22781-23-3,CNC(=O)Oc1cccc2c1OC(C)(C)O2,4.026529374
23103982,23103-98-2,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.64471388
23135220,23135-22-0,CNC(=O)ON=C(SC)C(=O)N(C)C,4.719795012
23383235,23383-23-5,O=C(c1cccc2ccccc12)N1CC1,2.516837138
23422539,23422-53-9,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,3.721653618
23505411,23505-41-1,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,4.744806529
23560590,23560-59-0,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,4.168563338
24017478,24017-47-8,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,4.872737441
24934916,24934-91-6,CCOP(=S)(OCC)SCCl,2.955558245
25033345,25033-34-5,S=[PH](Nc1ccc(N2CC2)cc1)N1CC1,2.879226577
25057890,25057-89-0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.523392357
25059807,25059-80-7,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,1.655978347
25289730,25289-73-0,COCOS(C)(=O)=O,2.271562825
25311711,25311-71-1,CCOP(S)(=NC(C)C)Oc1ccccc1C(=O)OC(C)C,4.424380238
25319908,25319-90-8,CCSC(=O)COc1ccc(Cl)cc1C,2.388710279
26644462,26644-46-2,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.939485306
27765204,27765-20-4,CCC(C)(C)c1ccc(OCCCCCCN2CCN(c3ccc(C)cc3Cl)CC2)cc1,2.404740616
28048331,28048-33-1,O=S(=O)(O)c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccc(S(=O)(=O)O)cc2)cc1,3.172861468
28249776,28249-77-6,CCN(CC)C(=O)SCc1ccc(Cl)cc1,1.519164725
28434006,28434-00-6,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.173105855
28772567,28772-56-7,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,2.518031671
29091052,29091-05-2,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],2.429002246
29232937,29232-93-7,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,3.338655666
29973135,29973-13-5,CCSCc1ccccc1OC(=O)NC,3.162454552
30043493,30043-49-3,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,2.945028487
33089611,33089-61-1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.570954615
33245395,33245-39-5,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.705985825
33820530,33820-53-0,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],2.490472582
33921129,33921-12-9,Nc1ccccc1,2.094023676
33956615,33956-61-5,CCC1CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)O1,2.598269479
34014181,34014-18-1,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.659575854
34067033,34067-03-3,CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,2.988069051
34123596,34123-59-6,CC(C)c1ccc(NC(=O)N(C)C)cc1,1.831316861
34594473,34594-47-3,CN(C(=O)N(C)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,2.64384731
34643464,34643-46-4,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.237107465
36476785,36476-78-5,O=C(O)C1CNC1,1.703742638
36734197,36734-19-7,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.550255977
36756793,36756-79-3,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.44630256
37893020,37893-02-0,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,1.966246055
38727558,38727-55-8,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,1.493888646
39196184,39196-18-4,CNC(=O)ON=C(CSC)C(C)(C)C,5.259916255
40843252,40843-25-2,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,1.514764182
50594666,50594-66-6,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.046415916
51218496,51218-49-6,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,1.493949926
51235042,51235-04-2,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,2.048224296
51308544,51308-54-4,CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,1.232710174
52645531,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.46216942
53780340,53780-34-0,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,1.827135601
54827177,54827-17-7,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,2.881157044
55219653,55219-65-3,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,1.470954121
55283686,55283-68-6,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],3.221761013
55285148,55285-14-8,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.666602439
55512339,55512-33-9,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,2.402462
55635137,55635-13-7,C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,2.039903227
56425913,56425-91-3,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,2.193529473
57018049,57018-04-9,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,1.779785462
59682529,59682-52-9,CCOP(=O)(O)C(N)=O,1.375877383
59756604,59756-60-4,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,2.21658943
61213250,61213-25-0,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,2.161880355
61361997,61361-99-7,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.028533298
61432551,61432-55-1,CC(C)(SC(=O)N1CCCCC1)c1ccccc1,2.119595668
63284719,63284-71-9,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,3.196931604
63333357,63333-35-7,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,4.71890842
63834515,63834-51-5,O=C(NCCCCCCNC(=O)N1CC1)N1CC1,2.905717339
63935386,63935-38-6,CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1,1.984403983
64249010,64249-01-0,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,2.196652345
64628440,64628-44-0,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1.855765005
66215278,66215-27-8,Nc1nc(N)nc(NC2CC2)n1,1.968961441
66841256,66841-25-6,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,2.490392328
67485294,67485-29-4,CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,2.432175174
68359375,68359-37-5,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,1.938813825
68505691,68505-69-1,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,0.899961697
68694111,68694-11-1,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,2.146595551
69409945,69409-94-5,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.301825185
70124775,70124-77-5,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,2.221979275
71422678,71422-67-8,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,2.333249715
71626114,71626-11-4,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1.944226502
72391469,72391-46-9,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.567077364
74115245,74115-24-5,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,2.606599174
74738173,74738-17-3,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,1.975237683
78587050,78587-05-0,CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,1.848665655
80060099,80060-09-9,CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,2.408905599
81334341,81334-34-1,CC(C)C1(C)NC(c2ncccc2C(=O)O)=NC1=O,2.08466937
81335377,81335-37-7,CC(C)C1(C)NC(c2nc3ccccc3cc2C(=O)O)=NC1=O,2.160797856
81335775,81335-77-5,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,2.128962512
81777891,81777-89-1,CC1(C)CON(Cc2ccccc2Cl)C1=O,1.979997936
82097505,82097-50-5,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,2.271606059
