RTECS_ID,CAS_RN,SMILES,rat_intraperitoneal_LDLo
302272,302-27-2,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,6.673561089
306445,306-44-5,C=C(O)/C=N\O,2.939908446
306672,306-67-2,NCCCNCCCCNCCCN,3.749792123
309433,309-43-3,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.335707664
315220,315-22-0,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.398422142
329657,329-65-7,CNCC(O)c1ccc(O)c(O)c1,4.262942063
331395,331-39-5,O=C(O)C=Cc1ccc(O)c(O)c1,2.079564704
339720,339-72-0,NC1CONC1=O,2.008995966
350129,350-12-9,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,2.798621645
420042,420-04-2,N#CN,2.322643042
457603,457-60-3,Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O,3.948585084
462602,462-60-2,NC(=O)NCC(=O)O,2.373250474
464482,464-48-2,CC12CCC(CC1=O)C2(C)C,2.031669196
478159,478-15-9,COc1cc2c(c(O)c1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,2.870910482
478615,478-61-5,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,3.085458268
487616,487-61-6,Nc1ccc(C=C2C=Cc3ccccc32)cc1,3.244102873
494973,494-97-3,c1cncc(C2CCCN2)c1,3.799806715
512561,512-56-1,COP(=O)(OC)OC,2.243270644
543384,543-38-4,NC(N)=NOCCC(N)C(=O)O,1.400848705
546805,546-80-5,CC1C(=O)CC2(C(C)C)CC12,3.103338971
548265,548-26-5,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,3.112534624
548403,548-40-3,COc1cc2c3cc1OCc1c(O)c(OC)cc4c1C(Cc1ccc(cc1)Oc1cc(ccc1O)CC3N(C)CC2)N(C)CC4,3.386488264
548516,548-51-6,Cc1ccc(C(C)C)c(O)c1C(=O)O,2.788629228
557211,557-21-1,N#C[Zn]C#N,3.069764267
557302,557-30-2,ON=CC=NO,2.944808271
579759,579-75-9,COc1ccccc1C(=O)O,1.705147848
583335,583-33-5,CCCCOC(=O)c1ccco1,3.225805335
584021,584-02-1,CCC(O)CC,1.655187705
584087,584-08-7,O=C(O)O,1.491095698
590863,590-86-3,CC(C)CC=O,2.032084629
591082,591-08-2,CC(=O)NC(N)=S,2.470414166
591275,591-27-5,Nc1cccc(O)c1,2.037936196
591786,591-78-6,CCCCC(C)=O,2.039752456
592041,592-04-1,N#C[Hg]C#N,4.527416782
592621,592-62-1,CC(=O)OCN=[N+](C)O,3.425296141
611132,611-13-2,COC(=O)c1ccco1,3.225691706
613945,613-94-5,NNC(=O)c1ccccc1,3.134030405
614993,614-99-3,CCOC(=O)c1ccco1,3.271494652
615532,615-53-2,CCOC(=O)N(C)N=O,3.421995274
615678,615-67-8,Oc1ccc(O)c(Cl)c1,3.160039127
622786,622-78-6,S=C=NCc1ccccc1,3.173821215
626017,626-01-7,Nc1cccc(I)c1,2.902743126
627725,627-72-5,NC(CSC(Cl)=CCl)C(=O)O,3.635662655
637490,637-49-0,CCCC1CCCCN1,3.627471686
644973,644-97-3,ClP(Cl)c1ccccc1,3.252819062
646060,646-06-0,C1COCO1,2.170725107
660684,660-68-4,CCNCC,3.165179014
683181,683-18-1,CCCC[Sn](Cl)(Cl)CCCC,4.607596548
701735,701-73-5,CSC(=S)Nc1ccccc1,2.962134839
705602,705-60-2,CC(=Cc1ccccc1)[N+](=O)[O-],2.911626287
738647,738-64-7,O=Nc1ccc(NNC(=O)c2cc[n+](O)cc2)c(=O)cc1,3.458267597
824793,824-79-3,Cc1ccc(S(=O)O)cc1,1.989577729
941695,941-69-5,O=C1C=CC(=O)N1c1ccccc1,3.840535156
1066575,1066-57-5,CC[Sn](Cl)(Cl)Cl,3.104029359
1098608,1098-60-8,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.573938855
1121308,1121-30-8,On1ccccc1=S,2.518917112
1145488,1145-48-8,OCCN1CSC(=S)N(Cc2ccccc2)C1,2.729823834
1145739,1145-73-9,CN(C)c1ccc(C=Cc2ccccc2)cc1,3.64995567
1457461,1457-46-1,O=C1CSC(=S)N1c1ccccc1,2.843637599
1464433,1464-43-3,NC(C[Se][Se]CC(N)C(=O)O)C(=O)O,4.921806085
1520714,1520-71-4,CCC[Pb](Cl)(CCC)CCC,4.839667258
1594565,1594-56-5,N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.875418203
1613178,1613-17-8,CCCCCCCCCCCCCCCCCCN(C)C,3.473590604
1631283,1631-28-3,Cc1ccc(N2C(=O)C=CC2=O)cc1,3.5733312
1984254,1984-25-4,CCNS(=O)(=O)c1ccc(Br)cc1,3.023900742
1985122,12-02-85,S=C=Nc1ccc(Br)cc1,3.330590296
1986409,1986-40-9,CC1SC(=S)N(c2ccccc2)C1=O,2.871810254
2045525,2045-52-5,CN(C)CCN(Cc1ccccc1)c1ccccc1,3.326296595
2117364,2117-36-4,CCCC[Ge](Cl)(CCCC)CCCC,2.151777273
2181422,2181-42-2,C[S+](C)C,2.942977083
2198585,2198-58-5,CCN(CC)c1ccc(N)cc1,3.817570658
2216515,2216-51-5,CC1CCC(C(C)C)C(O)C1,2.017781574
2257092,09-02-57,S=C=NCCc1ccccc1,3.212839888
2504189,2504-18-9,CN(N=O)C(C)(C)C,2.219973518
2579206,2579-20-6,NCC1CCCC(CN)C1,3.755100054
2738649,2738-64-9,CC=C(C)C(O)C(C)C=C(C)C=CCC(C)=CCc1[nH]c(OC)c(OC)c(=O)c1C,6.062345868
2764729,2764-72-9,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.566418635
3006937,3006-93-7,O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,3.729534107
3012371,3012-37-1,N#CSCc1ccccc1,3.571761223
3425465,3425-46-5,N#C[SeH],2.724218506
3476195,3476-19-5,CCCNS(=O)(=O)c1ccc(Br)cc1,2.745341847
3486860,3486-86-0,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,3.668752811
4005510,4005-51-0,Nc1nncs1,3.004897185
4067010,4067-01-0,Cc1ccccc1N1C(=O)C=CC1=O,3.5733312
4075961,4075-96-1,CC(Cc1ccccc1)N(C)C,2.957617927
4104432,4104-43-2,CNCCc1ccccc1,2.777479342
4302878,4302-87-8,CNC(C)Cc1ccc(N)cc1,3.286091741
4389531,4389-53-1,Cc1ccc(C(C)C)c(C(=O)O)c1O,2.913567964
4807550,4807-55-0,CN1C(=O)CSC1=S,2.991887354
4872268,4872-26-8,CCCC[Ge](Cl)(Cl)Cl,3.691827157
4916385,4916-38-5,CC[Ge](I)(I)I,3.340970214
5149699,5149-69-9,N#CCC(=O)c1cc2ccccc2o1,2.364508783
5221534,5221-53-4,CCCCc1c(C)[nH]c(N(C)C)nc1=O,3.019724708
5285870,5285-87-0,N#CSc1ccccc1,3.528887789
5349280,5349-28-0,CCOC(=O)CSC#N,3.860885771
5892159,5892-15-9,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,3.18532963
5964794,5964-79-4,COc1cc2c3c(c1O)-c1c(ccc(OC)c1OC)CC3N(C)CC2,3.533272421
5969391,5969-39-1,CNCC(C)c1ccccc1,2.872846514
6012926,6012-92-6,CC1SC(=S)N(c2ccc(Cl)cc2)C1=O,3.110197321
6032297,6032-29-7,CCCC(C)O,1.616842713
6045392,6045-39-2,COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,3.26059922
6165011,01-01-65,CCCCn1cnc2c(=S)nc[nH]c21,2.841547165
6379697,6379-69-7,CC=CC(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,3.12371578
6451736,6451-73-6,COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2,3.117112136
6809525,6809-52-5,CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.975177
6843498,6843-49-8,CC1(c2ccccc2)NC(=O)NC1=O,2.580245075
6923224,6923-22-4,CNC(=O)C=C(C)OP(=O)(OC)OC,4.047596088
6934038,03-08-34,Cc1ccc(C(C)(C)C)c(O)c1C(=O)O,2.943851262
7059247,7059-24-7,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,6.675139074
7224239,7224-23-9,N#CS[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.610781493
7292162,7292-16-2,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,3.939302408
7408926,7408-92-6,NCCCCCCCCCCN,3.146420493
7472551,7472-55-1,CCCCNC(=O)C(CC)CCCC,2.822468842
9005496,9005-49-6,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,3.431721316
9005667,9005-66-7,CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,2.116172567
9005678,9005-67-8,CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,2.181012777
10136659,10136-65-9,CC1(O)C(=O)CC2CC1C2(C)C,2.623858943
10312831,10312-83-1,COCC=O,2.18216615
10453868,10453-86-8,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,1.24618944
10477722,10477-72-2,O=C(O)Cc1ccc(N(CCCl)CCCl)cc1,4.265074233
11042641,11042-64-1,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O,2.683335271
12663466,12663-46-6,CCC1NC(=O)C2C(Cl)C(Cl)CN2C(=O)C(CO)NC(=O)CC(c2ccccc2)NC(=O)C(CO)NC1=O,4.058764521
13037553,13037-55-3,O=C1CSC(=S)N1c1ccc(Cl)cc1,3.085896811
13213860,13213-86-0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)O1,2.414458571
13244354,13244-35-4,CS(=O)(=O)c1ccc(N)c(Cl)c1,2.057889996
13287495,13287-49-5,N#CSCc1ccc([N+](=O)[O-])cc1,3.987252774
14239511,14239-51-1,CCN(CC)C1=[S-][Hg+2]2(S1)SC(N(CC)CC)=[S-]2,3.696480455
14318377,14318-37-7,S=C1SCN(CCc2ccccc2)CN1CCc1ccccc1,2.835732414
15154388,15154-38-8,CCCCN(CCCC)CCOC(=O)c1ccc(N)cc1,3.164981533
15804190,15804-19-0,O=c1[nH]c2ccccc2nc1O,2.510941592
15972608,15972-60-8,CCc1cccc(CC)c1N(COC)C(=O)CCl,2.652845621
16105785,16105-78-5,CCNC(C)Cc1ccccc1,3.309800446
17466454,17466-45-4,CC1NC(=O)C(CC(C)(O)CO)NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,5.897011496
17575223,17575-22-3,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,4.993492222
17615735,17615-73-5,Nc1ccc(S(=O)(=O)c2ccc(N)cc2S(N)(=O)=O)cc1,1.73691018
18417895,18417-89-5,NC(=O)c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,5.411173399
19694292,19694-29-2,C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.04650557
21284117,21284-11-7,CC=CC(=O)OC1CC2OC3C=C(C)C4OC4C3(C)C1(C)C21CO1,3.521655789
21342267,21342-26-7,CC(C)[Ge](I)(I)I,3.264477632
21508394,21508-39-4,OC1(c2ccccc2)CSC(=S)N1CCCCCCN1C(=S)SCC1(O)c1ccccc1,3.00412181
21808800,21808-80-0,CCCCN1CSC(=S)N(Cc2ccccc2)C1,2.748904022
23514989,23514-98-9,COc1ccc(CCN2CSC(=S)N(CCc3ccc(OC)c(OC)c3)C2)cc1OC,2.966270359
23515006,23515-00-6,CCN1CSC(=S)N(Cc2ccccc2)C1,2.703133111
23515039,23515-03-9,S=C1SCN(C2CCCCC2)CN1Cc1ccccc1,2.787460475
23522476,23522-47-6,O=C1CSC(=S)N1c1ccccc1Cl,3.085896811
23969177,23969-17-7,S=c1[nH]nc(CS)[nH]1,2.753017065
24301891,24301-89-1,NC(Cc1ccccc1)c1ccccc1,3.295085261
25377768,25377-76-8,S=C1NCCS1,2.377357256
26818531,26818-53-1,CCC(C)NC(=S)C(=S)NC(C)CC,4.588118509
27692917,27692-91-7,CCN(CCN(C)C)c1ccccc1,2.73992479
28520005,28520-00-5,Oc1c(Cl)c(O)c(Cl)c(Cl)c1Cl,3.394262511
29026742,29026-74-2,CC(C)Oc1ccccc1N,2.878547646
29622488,29622-48-8,CN(C)CCCNc1nc(-c2cccc(C(Cl)(Cl)Cl)c2)nc(C(Cl)(Cl)Cl)n1,3.089962484
29917122,29917-12-2,CC(=O)C(=NO)C(C)=O,3.1109767
31384733,31384-73-3,O=C1NC(=S)NC1(c1ccccc1)c1ccccc1,3.030747025
33060694,33060-69-4,C#CC(C)(C)OC(N)=O,2.259194415
34794859,34794-85-9,NNc1csc(=O)[nH]1,3.003858056
35449366,35449-36-6,CC(C)(CO)CCCCCCC(C)(C)CO,2.352591761
35763441,35763-44-1,CCCCC1(CC)C(=O)NC(=O)NC1=O,3.196511884
36168237,36168-23-7,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,4.001732477
39236469,39236-46-9,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,1.987104044
42609529,42609-52-9,Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.884649739
50335030,50335-03-0,CC1=CC(C)CC=CC2C3OC3(C)C(C)C3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)C=CC(=O)C1O,5.422137419
51799327,51799-32-7,CCCNC(C)Cc1ccccc1,3.345596703
51799338,51799-33-8,CCCCNC(C)Cc1ccccc1,3.16781248
53214576,53214-57-6,CNC(C)C(O)c1ccccc1,3.042013414
53309890,53309-89-0,CCC(N)Cc1ccccc1,3.32877847
54096456,54096-45-6,N#CCCC1CS1,2.75275888
57000132,57000-13-2,Cn1c(=O)c2[nH]c(NCc3ccccc3)nc2n(C)c1=O,2.978191172
58944028,58944-02-8,Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,2.555257329
60084108,60084-10-8,NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,2.415425781
63732569,63732-56-9,CN1CCC23c4c5ccc(Oc6ccc([N+](=O)[O-])cc6[N+](=O)[O-])c4OC2C(O)C=CC3C1C5,4.052535236
63918854,63918-85-4,CC(Cc1ccccc1)NCCO,2.855550651
63951019,63951-01-9,CCCC(N)Cc1ccccc1,3.367792393
63990578,63990-57-8,CCCC(C)c1ccc(OCC(=O)Cl)c(C(C)CCC)c1,3.191541832
64048084,64048-08-4,CC(=O)O[Hg]c1ccc([Hg]O)s1,4.048719849
67050264,67050-26-4,CCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,3.275457247
67051541,67051-54-1,C=C(C)CC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.111055738
71277797,71277-79-7,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.614339232
73839937,73839-93-7,CC(N)CCc1ccccc1,3.17387651
78740202,78740-20-2,Cn1c(=O)c2c(nc(NCc3ccccc3)n2CC(O)CO)n(C)c1=O,2.815198466
79868487,79868-48-7,CCCCC(CC)C(=O)N1CCOCC1,2.675821097
81131706,81131-70-6,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,3.025852486
83905015,83905-01-5,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,2.920236989
99949629,99949-62-9,C[N+](C)(CCc1c[nH]c2ccc(O)cc12)Cc1cccc(Cl)c1,3.916257814
101827467,101827-46-7,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,2.5017109
102251912,102251-91-2,CCS(=O)(=O)CCC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21,2.340349908
102374798,102374-79-8,CN(C)CCN(Cc1ccccc1)c1cccc2ccccc12,3.529254924
117467284,117467-28-4,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,2.093936229
1229352,1229-35-2,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,3.596874076
1328901,1328-90-1,COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,3.962760672
1329868,1329-86-8,OCC(Br)(Br)Br,2.911822742
2312767,2312-76-7,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.849800976
2321075,2007/5/21,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,2.743393467
2363588,2363-58-8,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,1.787481728
2410095,2009/5/10,CSc1c(C)cc(OC(=O)NCC(C)=O)cc1C,1.968593425
2447543,2447-54-3,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,4.220546086
3148729,3148-72-9,O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,2.605129892
3182023,02-03-82,O=C1CC(Nc2ccc(Cl)cc2Cl)=NN1c1c(Cl)cc(Cl)cc1Cl,3.02480778
3330469,3330-46-9,C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.802339898
3625181,3625-18-1,CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,4.37710035
3694459,3694-45-9,S=C=NCc1ccc(Cl)cc1,3.264021674
4593811,4593-81-1,CCCC[Ge](Cl)(Cl)CCCC,3.411195304
7648013,01-03-48,CCN1C(=O)CSC1=S,3.031411158
23795031,23795-03-1,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,2.859904484
25425121,25425-12-1,COc1cc(=O)oc(C=CC=CC=CC(C)=CC2(C)OC(C)C(C)(O)C2O)c1C,4.991968001
41886311,41886-31-1,O=C(C=NO)C=NO,3.587621179
63981862,63981-86-2,Cc1c(OC(=O)N(C)C)cc(C(C)C)cc1[N+](C)(C)C,5.048292611
