RTECS_ID,CAS_RN,SMILES,mouse_subcutaneous_LD50
58560,58-56-0,Cc1ncc(CO)c(CO)c1O,1.839182936
58639,58-63-9,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,1.729535726
58719,58-71-9,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.814123201
58742,58-74-2,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.327430231
58935,58-93-5,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.306527142
59018,1959/1/8,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,2.599433244
59052,1959/5/2,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.259543232
59143,59-14-3,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,1.943211772
59267,59-26-7,CCN(CC)C(=O)c1cccnc1,2.949962995
59325,59-32-5,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,3.257993384
59472,59-47-2,Cc1ccccc1OCC(O)CO,2.805748799
59507,59-50-7,Cc1cc(O)ccc1Cl,2.597771339
59632,59-63-2,Cc1cc(C(=O)NNCc2ccccc2)no1,3.187999872
59870,59-87-0,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,2.420172799
59961,59-96-1,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,3.461445643
60231,60-23-1,NCCS,2.963067903
60253,60-25-3,C[N+](C)(C)CCCCCC[N+](C)(C)C,3.26171647
60311,60-31-1,CC(=O)OCC[N+](C)(C)C,2.947900563
60322,60-32-2,NCCCCCC(=O)O,1.355172509
60344,60-34-4,CNN,3.265506483
60355,60-35-5,CC(N)=O,0.852274174
60446,60-44-6,CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1,2.988060551
60515,60-51-5,CNC(=O)CSP(=S)(OC)OC,3.582182721
60548,60-54-8,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.045753148
60560,60-56-0,Cn1cc[nH]c1=S,2.519744318
60708,60-70-8,Cc1c(C(C)C2NCC(C)CC2O)ccc2c1CC1C2CC=C2CC(O)CCC21C,4.959162278
60800,60-80-0,Cc1cc(=O)n(-c2ccccc2)n1C,2.274688842
60877,60-87-7,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.087775468
60899,60-89-9,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,2.616952783
60991,60-99-1,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.012995251
61007,61-00-7,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.399893276
61121,1961/12/1,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.106050786
61165,61-16-5,COc1ccc(OC)c(C(O)C(C)N)c1,3.847698076
62384,62-38-4,CC(=O)O[Hg]c1ccccc1,4.448113462
62442,62-44-2,CCOc1ccc(NC(C)=O)cc1,2.042530684
62511,62-51-1,CC(=O)OC(C)C[N+](C)(C)C,3.250520296
62588,62-58-8,CCCCCCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,2.966167249
62599,62-59-9,CC=C(C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O,5.081936315
62737,62-73-7,COP(=O)(OC)OC=C(Cl)Cl,3.964133866
63252,63-25-2,CNC(=O)Oc1cccc2ccccc12,2.369183485
63569,63-56-9,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,3.261041516
63741,63-74-1,Nc1ccc(S(N)(=O)=O)cc1,1.796619806
64040,64-04-0,NCCc1ccccc1,2.466993135
64119,1964/11/9,Cc1ccc(CC(C)N)cc1,3.629808466
64175,64-17-5,CCO,0.745116273
64391,64-39-1,CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.138921324
64437,64-43-7,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.040955565
64653,64-65-3,CCC1(C)CC(=O)NC(=O)C1,3.759519558
64777,64-77-7,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.504658332
64868,64-86-8,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.522273569
64993,64-99-3,CCn1cnc(C(=O)NC)c1C(=O)NC,3.118589168
65225,65-22-5,Cc1ncc(CO)c(C=O)c1O,2.498866885
65292,65-29-2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,4.493430846
65452,65-45-2,NC(=O)c1ccccc1O,2.660036557
65496,65-49-6,Nc1ccc(C(=O)O)c(O)c1,1.660471124
66057,1966/5/7,CC(CNN)c1ccccc1,3.23722296
66320,66-32-0,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.848512602
66400,66-40-0,CC[N+](CC)(CC)CC,2.859521898
66762,66-76-2,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.827755572
66819,66-81-9,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,3.245130024
66831,66-83-1,COc1ccc2[nH]cc(CCN)c2c1,2.486923845
67038,1967/3/8,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2.963167189
67561,67-56-1,CO,0.51449354
67663,67-66-3,ClC(Cl)Cl,2.22935164
67685,67-68-5,CS(C)=O,0.746723139
67732,67-73-2,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3.354582829
67925,67-92-5,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,5.211898633
67992,67-99-2,CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,4.115808811
68122,1968/12/2,CN(C)C=O,1.210675157
68359,68-35-9,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.212817145
68893,68-89-3,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,3.654417912
69056,1969/5/6,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,3.249656194
69147,69-14-7,CCC(c1ccc(OCCN(CC)CC)cc1)C(CC)c1ccc(OCCN(CC)CC)cc1,3.494827785
69272,69-27-2,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,3.173841588
69534,69-53-4,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.817916266
69727,69-72-7,O=C(O)c1ccccc1O,2.399900169
69749,69-74-9,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.601166632
69794,69-79-4,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.947815788
69818,69-81-8,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,1.373336888
70188,70-18-8,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,1.788632125
70304,70-30-4,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3.936707634
70519,70-51-9,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,2.587357132
70702,70-70-2,CCC(=O)c1ccc(O)cc1,5.123524981
71001,71-00-1,NC(Cc1cnc[nH]1)C(=O)O,1.190771374
71238,71-23-8,CCCO,1.106747708
71363,71-36-3,CCCCO,1.36480301
71556,71-55-6,CC(Cl)(Cl)Cl,0.921052125
71589,71-58-9,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,2.411094195
71625,71-62-5,COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)CC(O)C7(O)C(CN8CC(C)CCC8C7(C)O)C6(O)CC53OC24O)cc1OC,5.029190457
71636,71-63-6,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.537671507
71681,71-68-1,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,3.453636957
71783,71-78-3,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.153351636
71818,71-81-8,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,3.269672672
72173,72-17-3,CC(O)C(=O)O,1.769927304
72333,72-33-3,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,2.094033469
72571,72-57-1,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,3.514450247
73314,73-31-4,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.161897444
73789,73-78-9,CCN(CC)CC(=O)Nc1c(C)cccc1C,3.075469705
74555,74-55-5,CCC(CO)NCCNC(CC)CO,2.072076462
74613,74-61-3,O=S(=O)(O)CC(S)CS,2.274838788
74884,74-88-4,CI,3.110709056
74942,74-94-2,CNC,1.353002078
74953,74-95-3,BrCBr,1.667497925
75036,1975/3/6,CCI,2.193029934
75058,1975/5/8,CC#N,0.962066885
75070,75-07-0,CC=O,1.895787462
75092,1975/9/2,ClCCl,1.118843946
75116,1975/11/6,ICI,2.508789237
75252,75-25-2,BrC(Br)Br,2.142587128
75478,75-47-8,IC(I)I,2.79585906
75570,75-57-0,C[N+](C)(C)C,3.268033593
75854,75-85-4,CCC(C)(C)O,1.623003022
76255,76-25-5,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3.517419848
76426,76-42-6,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,2.869409402
76744,76-74-4,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.268278662
76755,76-75-5,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.135846365
76904,76-90-4,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.874033012
76937,76-93-7,O=C(O)C(O)(c1ccccc1)c1ccccc1,2.244461726
77021,1977/2/1,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,2.778632843
77043,1977/4/3,CCC1(CC)C(=O)C=CNC1=O,2.232030977
77361,77-36-1,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.830937504
77510,77-51-0,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,3.284265494
77678,77-67-8,CCC1(C)CC(=O)NC1=O,1.89206384
77714,77-71-4,CC1(C)NC(=O)NC1=O,1.660496184
77747,77-74-7,CCC(C)(O)CC,1.967960462
77758,77-75-8,C#CC(C)(O)CC,2.538549839
77770,77-77-0,C=CS(=O)(=O)C=C,3.868339473
77816,77-81-6,CCOP(=O)(C#N)N(C)C,5.811920695
77952,77-95-2,O=C(O)C1(O)CC(O)C(O)C(O)C1,1.28367881
78002,78-00-2,CC[Pb](CC)(CC)CC,4.395193486
78535,78-53-5,CCOP(=O)(OCC)SCCN(CC)CC,6.151558542
78706,78-70-6,C=CC(C)(O)CCC=C(C)C,2.020916284
79005,79-00-5,ClCC(Cl)Cl,2.76914625
79016,1979/1/6,ClC=C(Cl)Cl,0.914439025
79107,1979/10/7,C=CC(=O)O,1.656315214
79174,79-17-4,NN=C(N)N,1.886115722
79196,79-19-6,NNC(N)=S,3.744675081
79345,79-34-5,ClC(Cl)C(Cl)Cl,2.180381585
79834,79-83-4,CC(C)(CO)C(O)C(=O)NCCC(=O)O,1.942973842
79903,79-90-3,CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C,3.540834685
79936,79-93-6,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,2.777932835
80024,1980/2/4,Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1,1.863857962
80080,80-08-0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2.997048954
80159,80-15-9,CC(C)(OO)c1ccccc1,2.492198598
80353,80-35-3,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.102916013
80499,80-49-9,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,3.349027835
80502,80-50-2,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,3.327086863
80626,80-62-6,C=C(C)C(=O)OC,1.225698997
80773,80-77-3,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,2.929483978
80922,80-92-2,CC(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,2.204821073
81889,81-88-9,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,3.391686723
82826,82-82-6,Cc1ncc(CO)c(C(=O)O)c1O,1.864897739
83125,1983/12/5,O=C1c2ccccc2C(=O)C1c1ccccc1,3.200700055
84015,1984/1/5,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.02835474
84162,84-16-2,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,1.954840459
84220,84-22-0,c1ccc2c(c1)CCCC2C1=NCCN1,2.906365112
84366,84-36-6,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,3.346340413
84968,84-96-8,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,2.997757604
84979,84-97-9,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,2.782661985
86135,86-13-5,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,3.709604883
86146,86-14-6,CCN(CC)C(C)C=C(c1cccs1)c1cccs1,3.553466775
86351,86-35-1,CCN1C(=O)NC(c2ccccc2)C1=O,2.284811546
86408,86-40-8,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,4.204676066
86544,86-54-4,NNc1nncc2ccccc12,3.02851703
86873,86-87-3,O=C(O)Cc1cccc2ccccc12,2.404899025
87003,87-00-3,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,2.184609421
87116,1987/11/6,CC(=O)NC1C(=O)N(C)C2CSSC12,3.968165284
87332,87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,2.351972903
87423,87-42-3,Clc1ncnc2nc[nH]c12,2.47813399
87661,87-66-1,Oc1cccc(O)c1O,2.347936538
87694,87-69-4,O=C(O)C(O)C(O)C(=O)O,1.865859292
87990,87-99-0,OCC(O)C(O)C(O)CO,0.919809449
89258,89-25-8,Cc1cc(=O)n(-c2ccccc2)[nH]1,2.401577582
89689,89-68-9,Cc1cc(O)c(C(C)C)cc1Cl,1.875451835
89805,89-80-5,CC1CCC(C(C)C)C(=O)C1,1.849777126
89816,89-81-6,CC1=CC(=O)C(C(C)C)CC1,2.030231873
89838,89-83-8,Cc1ccc(C(C)C)c(O)c1,2.791124375
