RTECS_ID,CAS_RN,SMILES,dog_intravenous_LD50
912607,912-60-7,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,3.900394442
958930,958-93-0,CN(C)CCN(Cc1ccsc1)c1ccccn1,4.417295615
964523,964-52-3,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.709798811
985160,985-16-0,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.816103013
1082888,1082-88-8,COc1cc(CC(C)N)cc(OC)c1OC,3.991010224
1098608,1098-60-8,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,4.316617787
1474802,1474-80-2,CCOP(=O)(OCC)OP(=O)(N(C)C)N(C)C,4.459725621
1620195,1620-19-5,C[N+](C)(C)c1cccc(O)c1,4.182463158
1639607,1639-60-7,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,4.068414916
1653641,1653-64-1,NCCc1ccc2c(c1)OCO2,3.77083098
1808124,1808-12-4,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,4.201861216
1847241,1847-24-1,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.830865287
2015283,2015-28-3,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.898788614
2062784,2062-78-4,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.159074423
2078548,2078-54-8,CC(C)c1cccc(C(C)C)c1O,3.77396919
2240144,2240-14-4,CCNC1C2CCC(C2)C1c1ccccc1,4.15703345
2270408,2270-40-8,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.522574633
2508727,2508-72-7,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,3.946714204
2511106,2010/6/11,CCOP(C)(=O)SCC,4.476084512
2801685,2801-68-5,COc1ccc(OC)c(CC(C)N)c1,3.875644385
2804004,2804-00-4,CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,3.791392364
2820511,2820-51-1,CN1CCCC1c1cccnc1,4.511177226
2964069,06-09-64,CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,4.982819184
3102009,3102-00-9,CCCCOCC(O)COc1ccccc1,3.174738015
3485629,3485-62-9,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,4.132129096
3576758,3576-75-8,OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3,5.185271522
3785340,3785-34-0,O=C(CBr)OCCOC(=O)CBr,4.306688027
3877869,3877-86-9,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,5.713217448
4205918,4205-91-8,Clc1cccc(Cl)c1NC1=NCCN1,4.583761593
4418262,4418-26-2,CC(=O)c1c(O)cc(C)oc1=O,2.623631715
5053087,08-07-53,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,3.546304176
5152307,5152-30-7,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,6.735620188
5169788,5169-78-8,CN1CCCC(=C(c2cccs2)c2cccs2)C1,3.796577487
5321324,5321-32-4,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,2.248059135
5370014,01-04-70,Cc1cccc(C)c1OCC(C)N,3.974737059
5451514,5451-51-4,O=C(CI)OCCOC(=O)CI,4.906084098
5503082,2008/2/3,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,3.898738475
5591333,5591-33-3,CNC(=O)c1c(I)c(NC(=O)CCCCCCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,2.117263339
5636839,5636-83-9,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,3.81280347
5697563,5697-56-3,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,3.187084946
5746134,5746-13-4,O=C(O)CC(O)(CC(=O)O)C(=O)O,5.806458105
5786776,5786-77-6,CC(C=C(c1cccs1)c1cccs1)N(C)C,4.089287965
5787735,5787-73-5,CCCCCC(C)NC,3.696447123
5928698,5928-69-8,c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,3.628240004
5954507,5954-50-7,COP(=O)(F)OC,5.107342274
6045392,6045-39-2,COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,4.492207807
6055192,6055-19-2,O=P1(N(CCCl)CCCl)NCCCO1,3.814728584
6056117,11-07-56,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,4.69844419
6062197,6062-19-7,C=C1C(N(C)C)C(=O)N(c2ccccc2)N1C,3.165516668
6168861,6168-86-1,CNC(C)CCC=C(C)C,3.735039705
6292917,6292-91-7,CC(N)Cc1ccc2c(c1)OCO2,4.37659252
6305404,6305-40-4,O=C(CI)CI,4.441964313
6305437,6305-43-7,O=C(CBr)C(O)=CBr,4.064960453
6452717,6452-71-7,C=CCOc1ccccc1OCC(O)CNC(C)C,4.185263375
6577419,6577-41-9,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,4.045851484
6891287,6891-28-7,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,2.920288048
7081530,7081-53-0,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,3.976024251
7250433,7250-43-3,O=C(CI)NCCNC(=O)CI,5.120536642
7250466,7250-46-6,O=C(CI)OCC(COC(=O)CI)OC(=O)CI,5.076198279
10078258,10078-25-8,O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21,3.78437745
10212256,10212-25-6,N=c1ccn2c(n1)OC1C(O)C(CO)OC12,2.816017657
10592139,10592-13-9,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,3.647813139
11006330,11006-33-0,CC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)C(OC1OC(CO)C(O)C(O)C1(C)OC1OC(CO)C(O)C(O)(C(N)=O)C1O)c1cnc[nH]1)C(=O)NCCC1=NC(c2nc(C(N)=O)cs2)CS1,5.724732213
11072938,11072-93-8,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,5.903050889
13004563,13004-56-3,O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,4.352078275
13071277,13071-27-7,c1ccc2c(C(CCN3CCOCC3)CCN3CCOCC3)cccc2c1,3.575236165
13078756,13078-75-6,COc1ccc(CC(C)N)cc1OC,3.519765722
13278803,13278-80-3,CC[Hg]S[Hg]CC,4.691409521
13655522,13655-52-2,C=CCc1ccccc1OCC(O)CNC(C)C,4.141543834
13764493,13764-49-3,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,5.614414164
13929356,13929-35-6,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.799233686
13956291,13956-29-1,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,3.092744123
14008538,14008-53-8,O=S1(=O)CCC(Br)C1,3.836605637
14271024,14271-02-4,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,3.719530747
14293448,14293-44-8,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,3.851031967
14334419,14334-41-9,CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1,4.166510038
14641964,14641-96-4,CN1C2CCC1CC(OC(=O)C(C)(CO)c1ccccc1)C2,3.74165575
14899366,14899-36-6,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.595828154
15105927,15105-92-7,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.299649228
15263306,15263-30-6,Cc1cccc(OCC(O)CNC(C)(C)C)c1C,4.436525618
15307796,15307-79-6,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.848266846
15589001,15589-00-1,COc1cc(CC(C)N)c(OC)cc1C,4.463413906
15662336,15662-33-6,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,6.818272533
15676161,15676-16-1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,3.396584927
15826376,15826-37-6,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2.466469087
16378226,16378-22-6,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,4.385175698
16478594,16478-59-4,C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,5.742511466
16509458,16509-45-8,CCC1C(C)CC(C)C12C(=O)NC(=S)NC2=O,3.60609973
16777427,16777-42-7,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,3.797124831
17086167,17086-16-7,CNC(C)CCCC(C)(C)O,2.792209037
17243399,17243-39-9,CNCC12CCC(c3ccccc31)c1ccccc12,4.396821564
17321776,17321-77-6,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3.992967513
17575223,17575-22-3,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.462013305
17606223,17606-22-3,COc1cc2c(cc1OC)C1CC(C3CCCCC3)CN1CC2,4.197910173
17606234,17606-23-4,CCN(CC)CCNC(=O)c1cc2n(c1C(=O)O)CCc1cc(OC)c(OC)cc1-2,2.840409325
18046214,18046-21-4,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,3.505423961
18378897,18378-89-7,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,6.637552167
18494445,18494-44-5,CN(C)CCNC(=O)C(O)(c1ccccc1)c1ccccc1,3.506295494
18559632,18559-63-2,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,3.334196064
18883664,18883-66-4,CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,3.724639541
19105636,19105-63-6,CCN1C(=O)CC2(CCN(C)CC2)C1=O,4.924851764
19395789,19395-78-9,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,3.244779177
19774824,19774-82-4,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,2.110804448
20153984,20153-98-4,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,4.732319791
20353553,20353-55-3,COc1cc2c(cc1OC)-c1cc(C(=O)O)c(C(=O)O)n1CC2,2.899405975
20353597,20353-59-7,COc1cc2c(cc1OC)-c1cc(C)c(C(=O)OCCN(C)C)n1CC2,4.440470693
20353600,20353-60-0,CCOC(=O)c1c(C)c(CN2CCOCC2)c2n1CCc1cc(OC)c(OC)cc1-2,4.140405376
20353702,20353-70-2,COc1cc2c(cc1OC)-c1cc(C)c(C(=O)OCCCN3CCCCC3)n1CC2,4.574062852
20353735,20353-73-5,CCOC(=O)c1c(C)c(CN(C)C)c2n1CCc1cc(OC)c(OC)cc1-2,4.027017425
20684064,20684-06-4,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,4.126595843
20830813,20830-81-3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,5.120183878
21256188,21256-18-8,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.373922952
21498088,21498-08-8,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,4.510437764
21649570,21649-57-0,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,2.861657692
21755668,21755-66-8,c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,4.072514586
22832877,22832-87-7,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,3.841082994
23092708,23092-70-8,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.271922378
23093745,23093-74-5,CC(C)(C)NCC(O)COc1ccccc1C#N,3.838719692
23132174,23132-17-4,CCCCCc1cc(OC(C)=O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,3.552066843
23239512,23239-51-2,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,3.351214834
23277432,23277-43-2,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,3.407087266
23327573,23327-57-3,CN1CCOC(c2ccccc2)c2ccccc2C1,4.102682342
24204135,24204-13-5,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,3.303031816
24356603,24356-60-3,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,2.228884691
24600360,24600-36-0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,3.126990268
25332392,25332-39-2,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,3.968333488
26615214,26615-21-4,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,4.096083741
27068060,27068-06-0,CC[N+](C)(CC)c1cccc(O)c1,3.954895872
27464239,27464-23-9,NNc1ccc(N(CCO)CCO)nn1,3.453809447
27848846,27848-84-6,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,4.384168759
28418293,28418-29-3,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,5.614850531
28616480,28616-48-0,CCOP(=O)(OP(=O)(OCC)N(C)C)N(C)C,4.158695625
29847174,29847-17-4,COC1OC(CO)C(O)C(O)C1NC(=O)N(C)N=O,2.843931635
29868971,29868-97-1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,3.749934099
30286750,30286-75-0,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.919627154
33237740,33237-74-0,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.332433073
33564306,33564-30-6,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,1.630895481
33965809,33965-80-9,N#CC(O)CCl,4.178253205
