RTECS_ID,CAS_RN,SMILES,rat_skin_LD50
470906,470-90-6,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.134183147
485314,485-31-4,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,2.650950716
497563,497-56-3,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.995929012
500287,500-28-7,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,2.297623382
505602,505-60-2,ClCCSCCCl,4.502648308
507551,507-55-1,FC(Cl)C(F)(F)C(F)(F)Cl,2.00633124
510156,510-15-6,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.813168513
513100,513-10-0,CCOP(=O)(OCC)SCC[N+](C)(C)C,3.408796049
518207,518-20-7,COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,4.186121852
518285,518-28-5,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,2.918460222
533744,533-74-4,CN1CSC(=S)N(C)C1,1.856164588
535897,535-89-7,Cc1cc(N(C)C)nc(Cl)n1,2.234595733
538078,538-07-8,CCN(CCCl)CCCl,4.000211986
541253,541-25-3,ClC=C[As](Cl)Cl,4.140547846
542756,542-75-6,ClC=CCCl,2.155907797
544252,544-25-2,C1=CC=CCC=C1,2.319030652
545551,545-55-1,O=P(N1CC1)(N1CC1)N1CC1,3.298918292
555168,555-16-8,O=Cc1ccc([N+](=O)[O-])cc1,0.975204836
555771,555-77-1,ClCCN(CCCl)CCCl,5.009722776
556616,556-61-6,CN=C=S,1.419991387
556672,556-67-2,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,2.224227164
558305,558-30-5,CC1(C)CO1,1.255917436
563122,563-12-2,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,3.792489971
563688,563-68-8,CC(=O)O,1.796256243
565742,565-74-2,CC(C)C(Br)C(=O)O,2.10852904
565800,565-80-0,CC(C)C(=O)C(C)C,0.850255429
572485,572-48-5,CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.265279016
576261,576-26-1,Cc1cccc(C)c1O,1.720530952
584087,584-08-7,O=C(O)O,2.724373909
590216,590-21-6,CC=CCl,0.582779018
597886,597-88-6,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC,3.589227037
608731,608-73-1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,2.734227793
608935,608-93-5,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,2.000588504
609665,609-66-5,NC(=O)c1ccccc1Cl,1.492994928
624839,624-83-9,CN=C=O,1.312226078
626175,626-17-5,N#Cc1cccc(C#N)c1,1.40869438
627703,627-70-3,CC(C)=NN=C(C)C,2.235652354
628966,628-96-6,O=[N+]([O-])OCCO[N+](=O)[O-],1.602237102
631936,631-93-6,CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1,2.420792981
638164,638-16-4,S=c1[nH]c(=S)[nH]c(=S)[nH]1,1.947627298
640153,640-15-3,CCSCCSP(=S)(OC)OC,3.138715402
640197,640-19-7,NC(=O)CF,2.983727746
644644,644-64-4,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,2.602535645
646060,646-06-0,C1COCO1,0.693603852
650511,650-51-1,O=C(O)C(Cl)(Cl)Cl,1.912187503
671045,671-04-5,CNC(=O)Oc1cc(C)c(C)cc1Cl,2.250550109
683103,683-10-3,CCCCCCCCCCCC[N+](C)(C)CC(=O)O,2.321348242
683578,683-57-8,NC(=O)CBr,1.640078695
693334,693-33-4,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)O,1.312496029
696242,696-24-2,Br[As](Br)c1ccccc1,4.317834992
696286,696-28-6,Cl[As](Cl)c1ccccc1,4.144056326
709988,709-98-8,CCC(=O)Nc1ccc(Cl)c(Cl)c1,1.639651808
713688,713-68-8,Oc1cccc(Oc2ccccc2)c1,1.830670306
731271,731-27-1,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,2.841689759
732116,732-11-6,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.37896487
741582,741-58-2,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,2.002766258
759944,759-94-4,CCCN(CCC)C(=O)SCC,1.772055693
765128,765-12-8,C=COCCOCCOCCOC=C,2.004858535
786196,786-19-6,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,4.103772056
816808,816-80-8,CSP(SC)SC,2.223397638
824113,824-11-3,CCC12COP(OC1)OC2,2.241834275
834128,834-12-8,CCNc1nc(NC(C)C)nc(SC)n1,1.87954887
841065,841-06-5,COCCCNc1nc(NC(C)C)nc(SC)n1,3.257502582
886500,886-50-0,CCNc1nc(NC(C)(C)C)nc(SC)n1,2.081642499
900958,900-95-8,CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,2.958588302
919766,919-76-6,COCCNC(=O)CSP(=S)(OC)OC,2.232545074
919868,919-86-8,CCSCCSP(=O)(OC)OC,3.43285804
935955,935-95-5,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,2.896940309
944229,944-22-9,CCOP(=S)(CC)Sc1ccccc1,3.224212313
950378,950-37-8,COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.082554164
953173,953-17-3,COP(=S)(OC)SCSc1ccc(Cl)cc1,3.219310093
957517,957-51-7,CN(C)C(=O)C(c1ccccc1)c1ccccc1,1.578258286
999815,999-81-5,C[N+](C)(C)CCCl,1.486497779
1005932,1005-93-2,CCC12COP(=O)(OC1)OC2,3.551752435
1014693,1014-69-3,CNc1nc(NC(C)C)nc(SC)n1,2.329011216
1014706,1014-70-6,CCNc1nc(NCC)nc(SC)n1,1.837649522
1031476,1031-47-6,CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,3.787547549
1079330,1079-33-0,CNC(=O)Oc1cccc2sccc12,2.015472926
1085989,1085-98-9,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.522753216
1113026,1113-02-6,CNC(=O)CSP(=O)(OC)OC,2.483678975
1113140,1113-14-0,CCCS(=O)(=O)C=CS(=O)(=O)CCC,2.681866894
1114712,1114-71-2,CCCCN(CC)C(=O)SCCC,2.007216317
1129379,1129-37-9,O=[N+]([O-])c1ccc(/C=N/O)cc1,1.369205401
1129415,1129-41-5,CNC(=O)Oc1cccc(C)c1,2.265681002
1134232,1134-23-2,CCSC(=O)N(CC)C1CCCCC1,1.940999926
1474802,1474-80-2,CCOP(=O)(OCC)OP(=O)(N(C)C)N(C)C,4.760755616
1491414,1491-41-4,CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,3.397044439
1498642,1498-64-2,CCOP(=S)(Cl)Cl,2.726533163
1563662,1563-66-2,CNC(=O)Oc1cccc2c1OC(C)(C)C2,3.265713811
1568805,1568-80-5,CC1(C)CC2(CC(C)(C)c3ccc(O)cc32)c2cc(O)ccc21,2.188113945
1582098,1582-09-8,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.826440234
1593777,1593-77-7,CC1CN(C2CCCCCCCCCCC2)CC(C)O1,2.148423718
1610180,1610-18-0,COc1nc(NC(C)C)nc(NC(C)C)n1,1.954813472
1646884,1646-88-4,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,2.346873034
1689834,1689-83-4,N#Cc1cc(I)c(O)c(I)c1,3.438405123
1689845,1689-84-5,N#Cc1cc(Br)c(O)c(Br)c1,5.141316486
1689992,1689-99-2,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,2.304397886
1698608,1698-60-8,Nc1cnn(-c2ccccc2)c(=O)c1Cl,1.646691853
1717006,1717-00-6,CC(F)(Cl)Cl,1.76697023
1776836,1776-83-6,CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,3.818702168
1836755,1836-75-5,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1.754498172
1836777,1836-77-7,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1.503168066
1897456,1897-45-6,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,2.026801194
1912249,1912-24-9,CCNc1nc(Cl)nc(NC(C)C)n1,1.23691597
1912261,1912-26-1,CCNc1nc(Cl)nc(N(CC)CC)n1,2.361189355
1918009,1918-00-9,COc1c(Cl)ccc(Cl)c1C(=O)O,2.344468907
1918112,2011/2/18,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,1.432395116
1918134,1918-13-4,NC(=S)c1c(Cl)cccc1Cl,2.31407167
1929880,1929-88-0,CNC(=O)Nc1nc2ccccc2s1,2.617541299
1933502,1933-50-2,CC(=O)Nc1ccc(N=NN(C)C)cc1,1.71233186
1970407,1970-40-7,O=c1c(Cl)c[nH]c(Cl)c1Cl,1.996590468
1982474,1982-47-4,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1.986398469
1982496,1982-49-6,CC1CCCCC1NC(=O)Nc1ccccc1,1.625736995
2032599,2032-59-9,CNC(=O)Oc1ccc(N(C)C)c(C)c1,2.879275256
2032657,2032-65-7,CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.808718206
2079007,2079-00-7,CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,2.134409508
2088724,2088-72-4,CCOC(=O)CSP(=O)(OC)OC,3.015904378
2104645,2104-64-5,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.111679129
2104963,2104-96-3,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1.864511081
2164092,09-02-64,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.111485292
2164172,2164-17-2,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.064841571
2212671,2212-67-1,CCSC(=O)N1CCCCCC1,2.205485471
2227170,2227-17-0,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,1.977394331
2231574,2231-57-4,NNC(=S)NN,2.326966359
2238075,07-05-38,C(OCC1CO1)C1CO1,2.114420814
2275141,2275-14-1,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,2.76246223
2275185,2275-18-5,CCOP(=S)(OCC)SCC(=O)NC(C)C,3.455409837
2487016,01-06-87,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.357757518
2497076,07-06-97,CCOP(=S)(OCC)SCCS(=O)CC,3.49922673
2536314,2536-31-4,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.438863402
2540821,2540-82-1,COP(=S)(OC)SCC(=O)N(C)C=O,2.862619505
2550756,2550-75-6,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,2.599633117
2587908,2587-90-8,COP(=O)(OC)SCCSC,3.502475319
2591664,2591-66-4,COP(=N)(S)Oc1cc(Cl)c(Cl)cc1Cl,2.48648432
2591744,2591-74-4,CCNP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.126575544
2595542,2595-54-2,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,2.937913629
2628162,2628-16-2,C=Cc1ccc(OC(C)=O)cc1,1.908988723
2631370,2631-37-0,CNC(=O)Oc1cc(C)cc(C(C)C)c1,2.66333022
2631405,2631-40-5,CNC(=O)Oc1ccccc1C(C)C,2.587140509
2633547,2633-54-7,CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.385911807
2636262,2636-26-2,COP(=S)(OC)Oc1ccc(C#N)cc1,2.48291644
2642719,2642-71-9,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,3.140364721
2655143,2655-14-3,CNC(=O)Oc1cc(C)cc(C)c1,1.554414045
2655154,2655-15-4,CNC(=O)Oc1cc(C)cc(C)c1C,1.985080518
2655198,2655-19-8,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,3.420584442
2674911,2674-91-1,CCS(=O)CC(C)SP(=O)(OC)OC,2.501688678
2686999,2686-99-9,CNC(=O)Oc1cc(C)c(C)c(C)c1,1.985080518
