RTECS_ID,CAS_RN,SMILES,rabbit_oral_LD50
55389,55-38-9,COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.268476562
55630,55-63-0,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],2.150172571
55914,55-91-4,CC(C)OP(=O)(F)OC(C)C,4.663104657
56188,56-18-8,NCCCNCCCN,2.795790668
56235,56-23-5,ClC(Cl)(Cl)Cl,1.426598794
56382,56-38-2,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.464288301
56542,56-54-2,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.704254945
56699,56-69-9,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,2.888027675
56724,56-72-4,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,3.656542575
56815,56-81-5,OCC(O)CO,0.532867572
57136,57-13-6,NC(N)=O,0.723560541
57307,57-30-7,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.144303659
57410,57-41-0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.924749517
57476,57-47-6,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,4.390670213
57556,57-55-6,CC(O)CO,0.614184393
58082,1958/8/2,Cn1c(=O)c2c(ncn2C)n(C)c1=O,2.937987789
58151,58-15-1,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.586022505
58286,58-28-6,CNCCCN1c2ccccc2CCc2ccccc21,2.425514657
58322,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,2.074589299
58548,58-54-8,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,2.829398338
59018,1959/1/8,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,2.208175216
60515,60-51-5,CNC(=O)CSP(=S)(OC)OC,2.883212716
60877,60-87-7,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.690544354
60899,60-89-9,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,2.492014046
61563,61-56-3,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,2.462945762
62442,62-44-2,CCOc1ccc(NC(C)=O)cc1,1.855444041
62737,62-73-7,COP(=O)(OC)OC=C(Cl)Cl,4.344345108
62748,62-74-8,O=C(O)CF,5.360849474
63252,63-25-2,CNC(=O)Oc1cccc2ccccc12,2.452423587
63741,63-74-1,Nc1ccc(S(N)(=O)=O)cc1,2.122112493
63989,63-98-9,NC(=O)NC(=O)Cc1ccccc1,1.852945756
64175,64-17-5,CCO,0.864068236
64437,64-43-7,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.594970648
65292,65-29-2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,3.708274694
65452,65-45-2,NC(=O)c1ccccc1O,1.632007833
65496,65-49-6,Nc1ccc(C(=O)O)c(O)c1,1.62278727
66228,66-22-8,O=c1cc[nH]c(=O)[nH]1,1.04955912
66762,66-76-2,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.651664313
67561,67-56-1,CO,0.353431272
67630,67-63-0,CC(C)O,0.971987537
67641,67-64-1,CC(C)=O,1.036485351
68122,1968/12/2,CN(C)C=O,1.164917666
68893,68-89-3,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.160828543
69056,1969/5/6,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,2.965535178
69727,69-72-7,O=C(O)c1ccccc1O,1.968066721
70304,70-30-4,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.000007471
70382,70-38-2,CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,1.2809045
70439,70-43-9,CC(C)=CC1C(C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,1.527391424
71238,71-23-8,CCCO,1.327827114
71363,71-36-3,CCCCO,1.327874842
71432,71-43-2,c1ccccc1,2.401367184
71556,71-55-6,CC(Cl)(Cl)Cl,1.372355676
71783,71-78-3,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.17184342
72435,72-43-5,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1.76048908
72800,72-80-0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,3.153963413
74953,74-95-3,BrCBr,2.240137222
75058,1975/5/8,CC#N,2.914374895
75150,75-15-0,S=C=S,1.475101211
75310,75-31-0,CC(C)N,1.266525675
75478,75-47-8,IC(I)I,2.941987096
75650,75-65-0,CC(C)(C)O,1.318625
75854,75-85-4,CCC(C)(C)O,1.638154366
75865,75-86-5,CC(C)(O)C#N,3.799626411
75978,75-97-8,CC(=O)C(C)(C)C,2.046456142
76744,76-74-4,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.111600444
77214,77-21-4,CCC1(c2ccccc2)CCC(=O)NC1=O,2.558844516
77361,77-36-1,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.830937504
77587,77-58-7,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,3.80042218
77714,77-71-4,CC1(C)NC(=O)NC1=O,1.00522051
77816,77-81-6,CCOP(=O)(C#N)N(C)C,3.9976731
78422,78-42-2,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,0.975373859
78488,78-48-8,CCCCSP(=O)(SCCCC)SCCCC,3.113835663
78591,78-59-1,CC1=CC(=O)CC(C)(C)C1,1.988251123
78820,78-82-0,CC(C)C#N,3.693394005
78922,78-92-2,CCC(C)O,1.180377773
79061,1979/6/1,C=CC(N)=O,2.67565005
79072,1979/7/2,NC(=O)CCl,2.884512159
79196,79-19-6,NNC(N)=S,3.845760907
79209,79-20-9,COC(C)=O,1.300906899
79276,79-27-6,BrC(Br)C(Br)Br,2.936581596
79414,79-41-4,C=C(C)C(=O)O,1.855771462
79743,79-74-3,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,2.097573109
80057,1980/5/7,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,2.010183927
80331,80-33-1,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,1.728864062
80353,80-35-3,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,1.998930722
80626,80-62-6,C=C(C)C(=O)OC,1.060988575
81049,1981/4/9,O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0.9827264
81812,81-81-2,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.585930022
82484,82-48-4,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,1.94300431
82666,82-66-6,O=C1C(=C(O)C(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,3.987893438
82688,82-68-8,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.567226402
83261,83-26-1,CC(C)(C)C(O)=C1C(=O)c2ccccc2C1=O,3.1861329
84662,84-66-2,CCOC(=O)c1ccccc1C(=O)OCC,2.346822228
86000,86-00-0,O=[N+]([O-])c1ccccc1-c1ccccc1,2.100651868
86124,1986/12/4,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,2.823571274
86544,86-54-4,NNc1nncc2ccccc12,2.727487035
87569,87-56-9,O=CC(Cl)=C(Cl)C(=O)O,3.023671629
87661,87-66-1,Oc1cccc(O)c1O,1.896632987
87865,87-86-5,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.90955929
87990,87-99-0,OCC(O)C(O)C(O)CO,0.78432053
88722,88-72-2,Cc1ccccc1[N+](=O)[O-],1.894119763
88733,88-73-3,O=[N+]([O-])c1ccccc1Cl,2.750276915
90040,90-04-0,COc1ccccc1N,2.150932796
90153,90-15-3,Oc1cccc2ccccc12,1.204641426
90415,90-41-5,Nc1ccccc1-c1ccccc1,2.219869484
92524,92-52-4,c1ccc(-c2ccccc2)cc1,1.807906928
92671,92-67-1,Nc1ccc(-c2ccccc2)cc1,2.389620565
92842,92-84-2,c1ccc2c(c1)Nc1ccccc1S2,1.697399365
92933,92-93-3,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,2.004842729
93141,93-14-1,COc1ccccc1OCC(O)CO,1.890092275
93583,93-58-3,COC(=O)c1ccccc1,1.797557912
93890,93-89-0,CCOC(=O)c1ccccc1,1.756647676
94702,94-70-2,CCOc1ccccc1N,2.35914588
94962,94-96-2,CCCC(O)C(CC)CO,1.750063132
95045,1995/4/5,CC=C(CC)C(=O)NC(N)=O,2.114458076
95307,95-30-7,CCN(CC)C(=S)Sc1nc2ccccc2s1,2.019591653
95501,95-50-1,Clc1ccccc1Cl,2.468359148
95534,95-53-4,Cc1ccccc1N,2.105737208
95658,95-65-8,Cc1ccc(O)cc1C,2.183863922
95761,95-76-1,Nc1ccc(Cl)c(Cl)c1,2.380262174
95829,95-82-9,Nc1cc(Cl)ccc1Cl,1.63553468
95874,95-87-4,Cc1ccc(C)c(O)c1,2.114751071
95943,95-94-3,Clc1cc(Cl)c(Cl)cc1Cl,2.158149314
96128,1996/12/8,ClCC(Br)CBr,3.1182537
96184,96-18-4,ClCC(Cl)CCl,2.58880816
96504,96-50-4,Nc1nccs1,2.432431883
96695,96-69-5,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,2.049396115
97165,97-16-5,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.636582454
97778,97-77-8,CCN(CC)C(=S)SSC(=S)N(CC)CC,2.216828352
97881,97-88-1,C=C(C)C(=O)OCCCC,0.754953479
97950,97-95-0,CCC(CC)CO,1.930171901
98099,1998/9/9,O=S(=O)(Cl)c1ccccc1,2.329019379
98102,1998/10/2,NS(=O)(=O)c1ccccc1,2.418284715
98511,98-51-1,Cc1ccc(C(C)(C)C)cc1,1.933448034
98942,98-94-2,CN(C)C1CCCCC1,2.312201251
99081,1999/8/1,Cc1cccc([N+](=O)[O-])c1,1.894119763
99592,99-59-2,COc1ccc([N+](=O)[O-])cc1N,2.225702037
99638,99-63-8,O=C(Cl)c1cccc(C(=O)Cl)c1,2.237509513
99763,99-76-3,COC(=O)c1ccc(O)cc1,1.404117852
99990,99-99-0,Cc1ccc([N+](=O)[O-])cc1,1.894119763
100209,100-20-9,O=C(Cl)c1ccc(C(=O)Cl)cc1,2.329823775
100470,100-47-0,N#Cc1ccccc1,2.110269763
100516,100-51-6,OCc1ccccc1,2.016953026
100630,100-63-0,NNc1ccccc1,3.130912442
100652,100-65-2,ONc1ccccc1,2.941026183
101053,101-05-3,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,2.838102596
101213,101-21-3,CC(C)OC(=O)Nc1cccc(Cl)c1,1.63076135
101279,101-27-9,O=C(Nc1cccc(Cl)c1)OCC#CCCl,2.633643485
101428,101-42-8,CN(C)C(=O)Nc1ccccc1,1.543296454
101542,101-54-2,Nc1ccc(Nc2ccccc2)cc1,1.566418635
101779,101-77-9,Nc1ccc(Cc2ccc(N)cc2)cc1,2.504863127
101804,101-80-4,Nc1ccc(Oc2ccc(N)cc2)cc1,2.456454965
101906,101-90-6,c1cc(OCC2CO2)cc(OCC2CO2)c1,2.253400543
102012,102-01-2,CC(=O)CC(=O)Nc1ccccc1,1.654631409
102067,102-06-7,N=C(Nc1ccccc1)Nc1ccccc1,2.926893712
102716,102-71-6,OCCN(CCO)CCO,1.831317033
102829,102-82-9,CCCCN(CCCC)CCCC,2.47912919
103764,103-76-4,OCCN1CCNCC1,1.589536156
103855,103-85-5,NC(=S)Nc1ccccc1,3.580417432
104767,104-76-7,CCCCC(CC)CO,2.042832368
104949,104-94-9,COc1ccc(N)cc1,1.628054051
105544,105-54-4,CCCC(=O)OCC,1.346721024
105577,105-57-7,CCOC(C)OCC,1.522913046
105668,105-66-8,CCCOC(=O)CCC,1.356488797
105680,105-68-0,CCC(=O)OCCC(C)C,1.318650364
106365,106-36-5,CCCOC(=O)CC,1.468459508
106467,106-46-7,Clc1ccc(Cl)cc1,1.715542717
106490,106-49-0,Cc1ccc(N)cc1,2.598652729
106898,106-89-8,ClCC1CO1,2.428439999
106901,106-90-1,C=CC(=O)OCC1CO1,3.158250651
106934,106-93-4,BrCCBr,3.533476252
107028,107-02-8,C=CC=O,3.90358604
107062,107-06-2,ClCCCl,2.060961235
107186,107-18-6,C=CCO,3.048023264
107222,107-22-2,O=CC=O,1.261953742
107313,107-31-3,COC=O,1.568476626
107415,107-41-5,CC(O)CC(C)(C)O,1.567379308
107982,107-98-2,COCC(C)O,1.198955965
108189,108-18-9,CC(C)NC(C)C,1.333052613
108214,108-21-4,CC(=O)OC(C)C,1.16743131
108292,108-29-2,CC1CCC(=O)O1,1.606056147
108316,108-31-6,O=C1C=CC(=O)O1,2.049470549
108441,108-44-1,Cc1cccc(N)c1,2.15495523
108452,108-45-2,Nc1cccc(N)c1,2.393520992
108623,108-62-3,CC1OC(C)OC(C)OC(C)O1,2.783637483
108645,108-64-5,CCOC(=O)CC(C)C,1.267550521
108689,108-68-9,Cc1cc(C)cc(O)c1,1.968689183
108861,108-86-1,Brc1ccccc1,1.677413374
108907,108-90-7,Clc1ccccc1,1.699197708
109193,109-19-3,CCCCOC(=O)CC(C)C,1.283919184
109217,109-21-7,CCCCOC(=O)CCC,1.180370474
109604,109-60-4,CCCOC(C)=O,1.186998009
109864,109-86-4,COCCO,1.931966115
109875,109-87-5,COCOC,1.124872157
109944,109-94-4,CCOC=O,1.55267701
110190,110-19-0,CC(=O)OCC(C)C,1.387176022
110452,110-45-2,CC(C)CCOC=O,1.58504966
110634,110-63-4,OCCCCO,1.551538676
110656,110-65-6,OCC#CCO,2.758861449
110805,110-80-5,CCOCCO,1.849320636
111159,111-15-9,CCOCCOC(C)=O,1.831062132
111295,111-29-5,OCCCCCO,1.218314555
111411,111-41-1,NCCNCCO,1.716641788
111422,111-42-2,OCCNCCO,1.6793329
111444,111-44-4,ClCCOCCCl,3.055004972
111466,111-46-6,OCCOCCO,1.382348657
111693,111-69-3,N#CCCCCC#N,3.691579748
111706,111-70-6,CCCCCCCO,2.190159814
111762,111-76-2,CCCCOCCO,2.595408031
111773,111-77-3,COCCOCCO,1.222987655
111900,111-90-0,CCOCCOCCO,1.568963033
112152,112-15-2,CCOCCOCCOC(C)=O,1.602582804
112243,112-24-3,NCCNCCNCCN,1.424697549
112276,112-27-6,OCCOCCOCCO,1.252315463
112345,112-34-5,CCCCOCCOCCO,1.86770581
112561,112-56-1,CCCCOCCOCCSC#N,3.764084288
113451,113-45-1,COC(=O)C(c1ccccc1)C1CCCCN1,2.413692706
113984,113-98-4,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.757255009
115264,115-26-4,CN(C)P(=O)(F)N(C)C,4.710751835
115297,115-29-7,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.16236061
115311,115-31-1,CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,2.6044095
115322,115-32-2,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,2.311097915
115388,115-38-8,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,2.789344465
115775,115-77-5,OCC(CO)(CO)CO,0.866836348
117146,117-14-6,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2cccc(S(=O)(=O)O)c21,1.82589091
117555,117-55-5,Nc1ccc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12,1.10168551
117817,117-81-7,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.060213293
118525,118-52-5,CC1(C)C(=O)N(Cl)C(=O)N1Cl,2.112668931
118718,118-71-8,Cc1occc(=O)c1O,1.891237955
118741,118-74-1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.039542238
119120,119-12-0,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,1.850673033
119368,119-36-8,COC(=O)c1ccccc1O,2.06832575
120478,120-47-8,CCOC(=O)c1ccc(O)cc1,1.521598297
120514,120-51-4,O=C(OCc1ccccc1)c1ccccc1,2.101534325
121799,121-79-9,CCCOC(=O)c1cc(O)c(O)c(O)c1,1.887414732
122043,122-04-3,O=C(Cl)c1ccc([N+](=O)[O-])cc1,1.591804797
122112,122-11-2,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,2.491830759
122203,122-20-3,CC(O)CN(CC(C)O)CC(C)O,1.240256443
122349,122-34-9,CCNc1nc(Cl)nc(NCC)n1,1.605651912
122598,122-59-8,O=C(O)COc1ccccc1,2.881239107
123035,123-03-5,CCCCCCCCCCCCCCCC[n+]1ccccc1,2.881587204
123308,123-30-8,Nc1ccc(O)cc1,1.037936196
123319,123-31-9,Oc1ccc(O)cc1,2.740804655
123513,123-51-3,CC(C)CCO,1.408916444
123637,123-63-7,CC1OC(C)OC(C)O1,1.602056705
123864,123-86-4,CCCCOC(C)=O,1.559906625
123911,123-91-1,C1COCCO1,1.643975489
123922,123-92-2,CC(=O)OCCC(C)C,1.244046669
124174,124-17-4,CCCCOCCOCCOC(C)=O,1.956087645
125406,125-40-6,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.086268488
125462,125-46-2,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(=C(C)O)C(=O)C12C,2.837990984
125644,125-64-4,CCC1(CC)C(=O)NCC(C)C1=O,2.54704301
126523,126-52-3,C#CC1(OC(N)=O)CCCCC1,2.223257052
126987,126-98-7,C=C(C)C#N,3.622544282
127208,127-20-8,CC(Cl)(Cl)C(=O)O,1.623762962
127695,127-69-5,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.12598521
128427,128-42-7,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,1.156722754
128563,128-56-3,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,1.313686478
130610,130-61-0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.508603215
131179,131-17-9,C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.160948481
131895,131-89-5,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,3.516809491
132456,132-45-6,CCCC(C(=O)OCCN(CC)CC)c1ccccc1,2.267027722
133073,133-07-3,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,2.424840635
133664,133-66-4,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1S(=O)(=O)O,1.950843678
134623,134-62-3,CCN(CC)C(=O)c1cccc(C)c1,2.081900763
137268,137-26-8,CN(C)C(=S)SSC(=S)N(C)C,3.058794649
137428,137-42-8,CNC(=S)S,2.525056961
138227,138-22-7,CCCCOC(=O)C(C)O,1.465935779
140114,140-11-4,CC(=O)OCc1ccccc1,1.834180744
140567,140-56-7,CN(C)c1ccc(N=NS(=O)(=O)O)cc1,3.184238923
140885,140-88-5,C=CC(=O)OCC,2.432306103
141435,141-43-5,NCCO,1.785927468
141786,141-78-6,CCOC(C)=O,1.251718328
141797,141-79-7,CC(=O)C=C(C)C,1.991868179
143500,143-50-0,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.87784871
144412,144-41-2,COP(=S)(OC)SCC(=O)N1CCOCC1,3.176589269
146225,146-22-5,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.733121614
147477,147-47-7,CC1=CC(C)(C)Nc2ccccc21,1.937665808
147842,147-84-2,CCN(CC)C(=S)S,2.475043259
148878,148-87-8,CCN(CCC#N)c1ccccc1,2.062188362
149917,149-91-7,O=C(O)c1cc(O)c(O)c(O)c1,1.53178537
150130,150-13-0,Nc1ccc(C(=O)O)cc1,1.806962262
150505,150-50-5,CCCCSP(SCCCC)SCCCC,3.244528876
150696,150-69-6,CCOc1ccc(NC(N)=O)cc1,1.653711665
151508,151-50-8,N#C[K],4.11471771
152169,152-16-9,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.058810038
155975,155-97-5,CN(C)C(=O)Oc1ccc[n+](C)c1,3.526605378
156434,156-43-4,CCOc1ccc(N)cc1,1.29219909
257078,257-07-8,C1=Nc2ccccc2Oc2ccccc21,2.045013865
280579,280-57-9,C1CN2CCN1CC2,2.008507265
297789,297-78-9,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.012577836
298000,298-00-0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.797054745
298464,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,1.94528114
299207,299-20-7,CC(C)CC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)N(C)C(=O)C(C)NC(=O)C(C(C)C(C)C)N(C)C(=O)CN(C)C(=O)C2CC(O)CN2C1=O,2.341941236
299843,299-84-3,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.883997873
299865,299-86-5,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.86289877
300425,300-42-5,CNC(C)Cc1ccccc1,4.152687211
301133,301-13-3,CCCCC(CC)COP(OCC(CC)CCCC)OCC(CC)CCCC,1.692424908
302794,302-79-4,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,2.185504573
305339,305-33-9,CC(C)NNC(=O)c1ccncc1,3.15648373
306536,306-53-6,CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,1.887294647
311477,311-47-7,CCOP(=O)(OC=CCl)OCC,4.854478106
314034,314-03-4,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,2.804754082
315184,315-18-4,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,3.778714294
318989,318-98-9,CC(C)NCC(O)COc1cccc2ccccc12,2.635733327
327980,327-98-0,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.125291241
330552,330-55-2,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.044185979
333255,333-25-5,O=[As](Cl)(Cl)C=CCl,4.871802475
333415,333-41-5,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.328040123
371868,371-86-8,CC(C)NP(=O)(F)NC(C)C,3.260498314
404820,404-82-0,CCNC(C)Cc1cccc(C(F)(F)F)c1,3.665132395
435972,435-97-2,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.447658732
438415,438-41-5,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,2.70738106
439145,439-14-5,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.938583788
453189,453-18-9,COC(=O)CF,5.265143422
462953,462-95-3,CCOCOCC,1.602014124
465736,465-73-6,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.863220521
467630,467-63-0,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,3.335282899
469216,469-21-6,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,3.03402813
470906,470-90-6,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,3.078665819
488415,488-41-5,OC(CBr)C(O)C(O)C(O)CBr,2.825947351
494520,494-52-0,c1cncc(C2CCCCN2)c1,2.817450277
502556,502-55-6,CCOC(=S)SSC(=S)OCC,2.592162425
504154,504-15-4,Cc1cc(O)cc(O)c1,1.713697001
504290,504-29-0,Nc1ccccn1,2.103849868
511126,511-12-6,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,1.863091522
512561,512-56-1,COP(=O)(OC)OC,2.040850446
518207,518-20-7,COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,2.508341147
518752,518-75-2,CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O,3.271269288
532274,532-27-4,O=C(CCl)c1ccccc1,3.117316246
532321,532-32-1,O=C(O)c1ccccc1,1.785767469
533744,533-74-4,CN1CSC(=S)N(C)C1,3.131091782
534156,534-15-6,COC(C)OC,1.300943263
535897,535-89-7,Cc1cc(N(C)C)nc(Cl)n1,4.535625729
536436,536-43-6,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,3.081315797
536696,536-69-6,CCCCc1ccc(C(=O)O)nc1,2.762022356
539902,539-90-2,CCCC(=O)OCC(C)C,1.180370474
540421,540-42-1,CCC(=O)OCC(C)C,1.366457152
541151,541-15-1,C[N+](C)(C)CC(O)CC(=O)O,1.477681187
542552,542-55-2,CC(C)COC=O,1.522877328
548005,548-00-5,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,2.611045322
