RTECS_ID,CAS_RN,SMILES,rabbit_intravenous_LD50
54319,54-31-9,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.917438548
54773,54-77-3,C[N+]1(C)CCN(c2ccccc2)CC1,5.28171043
54853,54-85-3,NNC(=O)c1ccncc1,3.164042625
54955,54-95-5,C1CCc2nnnn2CC1,3.663305075
55630,55-63-0,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.702975934
55914,55-91-4,CC(C)OP(=O)(F)OC(C)C,5.788043393
56235,56-23-5,ClC(Cl)(Cl)Cl,1.42060843
56542,56-54-2,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.96704493
56757,56-75-7,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,3.441194107
56815,56-81-5,OCC(O)CO,0.239955467
56973,56-97-3,ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,3.813421761
57307,57-30-7,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.428984354
57374,57-37-4,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,4.339019251
57410,57-41-0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.650591668
57476,57-47-6,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.740918231
57534,57-53-4,CCCC(C)(COC(N)=O)COC(N)=O,2.923986874
57545,57-54-5,C[N+]1(CCCl)CC1,5.081358111
57556,57-55-6,CC(O)CO,1.068442765
57681,57-68-1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2.055404858
57943,57-94-3,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.554697902
57965,57-96-5,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.316874252
58082,1958/8/2,Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.524807814
58139,58-13-9,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,4.215480258
58151,58-15-1,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,3.461083768
58286,58-28-6,CNCCCN1c2ccccc2CCc2ccccc21,4.346333411
58388,58-38-8,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.873847017
58402,58-40-2,CN(C)CCCN1c2ccccc2Sc2ccccc21,4.131753053
58548,58-54-8,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,3.587882917
58560,58-56-0,Cc1ncc(CO)c(CO)c1O,2.56183104
58742,58-74-2,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,4.132760313
58935,58-93-5,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.810143552
59018,1959/1/8,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,3.227069496
59303,59-30-3,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,3.021205701
59472,59-47-2,Cc1ccccc1OCC(O)CO,3.163683646
59529,59-52-9,OCC(S)CS,3.395256481
60195,60-19-5,NCCc1ccc(O)cc1,2.660175876
60231,60-23-1,NCCS,2.71125593
60253,60-25-3,C[N+](C)(C)CCCCCC[N+](C)(C)C,3.604612482
60311,60-31-1,CC(=O)OCC[N+](C)(C)C,5.687855822
60322,60-32-2,NCCCCCC(=O)O,1.816821077
60344,60-34-4,CNN,3.584265246
60355,60-35-5,CC(N)=O,0.896291003
60877,60-87-7,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.175218747
60899,60-89-9,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,4.190984051
61121,1961/12/1,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,5.186405072
62748,62-74-8,O=C(O)CF,5.454797759
64175,64-17-5,CCO,1.287928071
64437,64-43-7,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.586991433
64653,64-65-3,CCC1(C)CC(=O)NC(=O)C1,3.829155486
65225,65-22-5,Cc1ncc(CO)c(C=O)c1O,2.555689802
65292,65-29-2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,6.064822018
66320,66-32-0,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.990270947
66400,66-40-0,CC[N+](CC)(CC)CC,3.257461907
66762,66-76-2,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,4.184302895
66819,66-81-9,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,4.218801085
67038,1967/3/8,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,3.224376878
67561,67-56-1,CO,0.555988164
67630,67-63-0,CC(C)O,1.705493864
67925,67-92-5,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,3.94658419
68122,1968/12/2,CN(C)C=O,1.608615165
69056,1969/5/6,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.673356827
69727,69-72-7,O=C(O)c1ccccc1O,2.522214762
69794,69-79-4,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.133002552
70188,70-18-8,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,2.186572134
70304,70-30-4,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.680076235
70495,70-49-5,O=C(O)CC(S)C(=O)O,2.176539798
71238,71-23-8,CCCO,2.094898435
71783,71-78-3,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,4.251024666
73789,73-78-9,CCN(CC)CC(=O)Nc1c(C)cccc1C,3.96161202
74908,74-90-8,C#N,4.612237837
76744,76-74-4,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.780427185
76755,76-75-5,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.893070578
77816,77-81-6,CCOP(=O)(C#N)N(C)C,6.410520155
78444,78-44-4,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,3.322109206
81812,81-81-2,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.489020009
84979,84-97-9,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4.132910004
86124,1986/12/4,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,4.156009734
86806,86-80-6,CCCCc1cc2ccccc2c(OCCN(C)C)n1,4.736224344
87332,87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,3.771102211
87694,87-69-4,O=C(O)C(O)C(O)C(=O)O,3.12326174
87796,87-79-6,O=C(CO)C(O)C(O)C(O)CO,1.079557472
87990,87-99-0,OCC(O)C(O)C(O)CO,1.580200548
89985,89-98-5,O=Cc1ccccc1Cl,4.21847063
90222,90-22-2,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,4.508664363
92319,92-31-9,Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N,4.303576901
94633,94-63-3,C[n+]1ccccc1C=NO,3.159510204
96275,96-27-5,OCC(O)CS,2.6361347
97165,97-16-5,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,3.420982653
97994,97-99-4,OCC1CCCO1,2.148828082
98000,98-00-0,OCc1ccco1,2.178760078
98055,1998/5/5,O=[As](O)(O)c1ccccc1,4.101319527
99796,99-79-6,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,2.619451267
101257,101-25-7,O=NN1CN2CN(C1)CN(N=O)C2,3.15597801
102761,102-76-1,CC(=O)OCC(COC(C)=O)OC(C)=O,2.463803434
103231,103-23-1,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,2.836481186
103242,103-24-2,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,2.809407138
104314,104-31-4,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,5.081887139
107131,107-13-1,C=CC#N,2.885950894
107222,107-22-2,O=CC=O,2.985546222
107357,107-35-7,NCCS(=O)(=O)O,2.097427384
107448,107-44-8,CC(C)OP(C)(=O)F,6.970328276
107982,107-98-2,COCC(C)O,1.875649575
109773,109-77-3,N#CCC#N,3.37280026
110805,110-80-5,CCOCCO,2.000588312
111206,111-20-6,O=C(O)CCCCCCCCC(=O)O,2.147526038
111488,111-48-8,OCCSCCO,1.609910856
111762,111-76-2,CCCCOCCO,2.671128745
112276,112-27-6,OCCOCCOCCO,1.897841148
113155,113-15-5,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,5.287557651
113428,113-42-8,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,5.115788391
113451,113-45-1,COC(=O)C(c1ccccc1)C1CCCCN1,3.89081396
114261,114-26-1,CNC(=O)Oc1ccccc1OC(C)C,4.621685085
114807,114-80-7,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,5.950940935
114909,114-90-9,ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.459855187
115264,115-26-4,CN(C)P(=O)(F)N(C)C,4.710751835
117395,117-39-5,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3.480349067
117511,117-51-1,CCCCCCc1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,3.361194048
117895,117-89-5,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.797219585
120296,120-29-6,CN1C2CCC1CC(O)C2,3.450907751
122112,122-11-2,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,2.491830759
123035,123-03-5,CCCCCCCCCCCCCCCC[n+]1ccccc1,3.927344695
123820,123-82-0,CCCCCC(C)N,3.71910519
124970,124-97-0,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)O)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,7.30639661
125020,125-02-0,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,3.087573407
125406,125-40-6,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.36780426
125600,125-60-0,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,4.17607453
125644,125-64-4,CCC1(CC)C(=O)NCC(C)C1=O,2.764735799
125699,125-69-9,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.274717037
125859,125-85-9,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,4.06358703
126932,126-93-2,CCCC1OC1(CC)C(N)=O,2.640185954
127480,127-48-0,CN1C(=O)OC(C)(C)C1=O,1.979675822
127855,127-85-5,Nc1ccc([As](=O)(O)O)cc1,2.842417201
129204,129-20-4,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,3.49402073
129635,129-63-5,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,2.029745019
130610,130-61-0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,4.153916832
130836,130-83-6,C=CCN1Cc2ccccc2-c2ccccc2C1,3.948508739
132229,132-22-9,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,4.096586145
132456,132-45-6,CCCC(C(=O)OCCN(CC)CC)c1ccccc1,4.142088986
134496,134-49-6,CC1NCCOC1c1ccccc1,3.635795037
134532,134-53-2,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1,4.089811887
135353,135-35-3,CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1,3.534039318
135875,135-87-5,c1ccc2c(c1)OCC(CN1CCCCC1)O2,3.823867171
136470,136-47-0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,5.089772068
139877,139-87-7,CCN(CCO)CCO,2.823444884
141957,141-95-7,O=C(O)CC(=O)O,2.197744059
143577,143-57-7,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,7.528724197
146225,146-22-5,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.733121614
147240,147-24-0,CN(C)CCOC(c1ccccc1)c1ccccc1,4.40715457
150130,150-13-0,Nc1ccc(C(=O)O)cc1,1.836127816
152169,152-16-9,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.678598796
154416,154-41-6,CC(N)C(O)c1ccccc1,3.480607637
154698,154-69-8,CN(C)CCN(Cc1ccccc1)c1ccccn1,4.452918864
154869,154-86-9,CNCC(O)c1cccc(O)c1,5.524287048
257078,257-07-8,C1=Nc2ccccc2Oc2ccccc21,3.875553185
260946,260-94-6,c1ccc2nc3ccccc3cc2c1,3.253391319
300425,300-42-5,CNC(C)Cc1ccccc1,4.696755255
300629,300-62-9,CC(N)Cc1ccccc1,4.042963183
302830,302-83-0,CC[N+](C)(C)c1cccc(O)c1,3.762124551
303708,303-70-8,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,4.374988699
305135,305-13-5,C=CCc1ccc(OCC(=O)N(CC)CC)c(OC)c1,3.702687402
305339,305-33-9,CC(C)NNC(=O)c1ccncc1,3.185207881
305975,305-97-5,O=C(O)CC(S[Sb](SC(CC(=O)O)C(=O)O)SC(CC(=O)O)C(=O)O)C(=O)O,4.825846729
306127,306-12-7,Nc1cc([As]=O)ccc1O,4.184999193
306536,306-53-6,CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,3.489354639
309364,309-36-4,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,4.482299449
309433,309-43-3,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.797316753
311091,311-09-1,CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,7.260707251
311455,311-45-5,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.962522441
314034,314-03-4,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,4.212239409
315720,315-72-0,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,4.519117704
317522,317-52-2,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,6.798258637
318989,318-98-9,CC(C)NCC(O)COc1cccc2ccccc12,4.231843707
329657,329-65-7,CNCC(O)c1ccc(O)c(O)c1,6.563972059
333255,333-25-5,O=[As](Cl)(Cl)C=CCl,5.34892373
337473,337-47-3,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,4.025229038
340567,340-56-7,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,3.358871962
363133,363-13-3,O=c1nc2cccccc-2n1Cc1ccccc1,3.896294679
368978,368-97-8,F[As](F)c1ccccc1,5.579838451
406202,406-20-2,COC(=O)CCCF,6.07962617
435972,435-97-2,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.655267043
438415,438-41-5,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,3.921930571
439145,439-14-5,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,4.500215123
453189,453-18-9,COC(=O)CF,5.66308343
467516,467-51-6,CC12CCC3C(CCC4CC5NCC(O5)C43C)C1CC(O)C2,5.484957191
469216,469-21-6,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,3.741772059
477736,477-73-6,Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,4.068464098
478842,478-84-2,CCN(CC)C(=O)C1C=C2c3cccc4[nH]c(Br)c(c34)CC2N(C)C1,4.826437643
478999,478-99-9,CCNC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,5.516147398
494973,494-97-3,c1cncc(C2CCCN2)c1,4.693753322
505602,505-60-2,ClCCSCCCl,5.160225627
509671,509-67-1,CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,3.12331034
509864,509-86-4,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,3.321093276
511091,511-09-1,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,5.782480168
511126,511-12-6,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,4.3682415
512163,512-16-3,CCC(C(=O)O)C1(O)CCCCC1,1.986797384
513100,513-10-0,CCOP(=O)(OCC)SCC[N+](C)(C)C,6.890282109
517895,517-89-5,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,4.255723153
518285,518-28-5,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,4.918460222
518752,518-75-2,CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O,4.119620485
519266,519-26-6,Cn1c(C(=O)O)c(I)c(=O)c(I)c1C(=O)O,1.944616191
520525,520-52-5,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,4.339760177
520536,520-53-6,CN(C)CCc1c[nH]c2cccc(O)c12,4.465112927
522258,522-25-8,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,3.915632839
524367,524-36-7,Cc1ncc(CO)c(CN)c1O,2.380717623
526089,526-08-9,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,2.853988419
530358,530-35-8,CCN(C)C(C)C(O)c1ccccc1,3.441111346
531533,531-53-3,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1,4.122383629
532036,532-03-6,COc1ccccc1OCC(O)COC(N)=O,2.549945808
532274,532-27-4,O=C(CCl)c1ccccc1,3.712076998
532763,532-76-3,CC(CNC1CCCCC1)OC(=O)c1ccccc1,4.271119394
533288,533-28-8,CC1CCCCN1CCCOC(=O)c1ccccc1,4.133628347
536696,536-69-6,CCCCc1ccc(C(=O)O)nc1,3.077292791
538078,538-07-8,CCN(CCCl)CCCl,4.929630912
538090,538-09-0,OC1CC2CCC(C1)N2,3.405472719
538716,538-71-6,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,4.483091715
541151,541-15-1,C[N+](C)(C)CC(O)CC(=O)O,2.130893701
541220,541-22-0,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,6.213480463
541253,541-25-3,ClC=C[As](Cl)Cl,5.617669101
546805,546-80-5,CC1C(=O)CC2(C(C)C)CC12,6.691158523
548652,548-65-2,CCN(CC)CCOC(=O)C1c2ccccc2-c2ccccc21,4.28641296
548685,548-68-5,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.236448421
549188,549-18-8,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.478056855
551111,551-11-1,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,5.151660304
553242,553-24-2,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,3.416976271
553844,553-84-4,CC(C)CCC(=O)c1ccoc1,4.074555242
554723,554-72-3,NC(=O)CNc1ccc([As](=O)(O)O)cc1,2.592823671
554994,554-99-4,CN(C)CC(O)c1ccc(O)c(O)c1,4.897041774
555293,555-29-3,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,2.47163934
555771,555-77-1,ClCCN(CCCl)CCCl,4.912812763
558258,558-25-8,CS(=O)(=O)F,4.464030252
561784,561-78-4,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,4.138493829
561944,561-94-4,CC(C)CC1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12,3.73850785
576681,576-68-1,OC(CNCCCl)C(O)C(O)C(O)CNCCCl,3.785617371
577924,577-92-4,CC(C)(C)c1ccc(O)c(-c2ccccc2)c1,4.104301013
578949,578-94-9,Cl[As]1c2ccccc2Nc2ccccc21,4.665246308
586061,586-06-1,CC(C)NCC(O)c1cc(O)cc(O)c1,3.414728786
589797,589-79-7,CCOC(=O)CCCCCF,5.909031564
591695,591-69-5,O=C(CCCCCF)OCCF,6.255740326
596510,596-51-0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,4.039130535
597251,597-25-1,COP(=O)(OC)N1CCOCC1,2.750050208
602857,602-85-7,CN1CC(CO)C=C2c3cccc4[nH]cc(c34)CC21,5.900252736
605914,605-91-4,CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,4.594133394
627134,627-13-4,CCCO[N+](=O)[O-],2.720543794
628477,628-47-7,CC(N)CCCC(=O)O,2.339699822
630604,630-60-4,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.365502099
637036,637-03-6,O=[As]c1ccccc1,5.327751982
637321,637-32-1,CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,3.752621353
637581,637-58-1,CCCCOc1ccc(OCCCN2CCOCC2)cc1,3.876405864
640197,640-19-7,NC(=O)CF,5.488877724
651069,651-06-9,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,3.447637042
660219,660-21-9,CC(C)(C)CCOP(C)(=O)F,6.260488778
688620,688-62-0,CCSP(SCC)SCC,3.63217577
696242,696-24-2,Br[As](Br)c1ccccc1,5.794956247
696286,696-28-6,Cl[As](Cl)c1ccccc1,5.649206304
737315,737-31-5,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.701748414
751973,751-97-3,CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,4.050185526
757584,757-58-4,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,5.865520235
760792,760-79-2,CCCC(=O)N(C)C,2.1637349
848533,848-53-3,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.197087495
850577,850-57-7,COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5,4.968117681
869249,869-24-9,CCN(CC)CCCl,3.530321386
952374,952-37-4,CCN(CC)CC1COc2ccccc2O1,3.947041405
958930,958-93-0,CN(C)CCN(Cc1ccsc1)c1ccccn1,4.338114369
964523,964-52-3,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.678297697
987780,987-78-0,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,2.399571669
991300,991-30-0,COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,3.425363012
1003403,1003-40-3,Nc1ccncc1,4.233305386
1003787,1003-78-7,CC1CC(C)S(=O)(=O)C1,3.614624818
1094082,1094-08-2,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,4.318733747
1146958,1146-95-8,CCC(CN)=C(c1ccccc1)c1ccccc1,4.074351921
1492020,1492-02-0,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,3.401466258
1617909,1617-90-9,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,4.031041041
1620195,1620-19-5,C[N+](C)(C)c1cccc(O)c1,4.705341904
1722629,1722-62-9,Cc1cccc(C)c1NC(=O)C1CCCCN1C,4.049136937
1786818,1786-81-8,CCCNC(C)C(=O)Nc1ccccc1C,4.087773533
1847241,1847-24-1,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.805681741
1866984,1866-98-4,CC(C)OP(C)(=O)SCC[N+](C)(C)C,7.380806179
1877981,1877-98-1,CN1CC(CNC(=O)c2cccnc2)CC2c3cccc4[nH]cc(c34)CC21,4.380767024
1878020,1878-02-0,CCC(=O)NCC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,4.317267792
1933682,1933-68-2,CCOC(=O)NCC1CC2c3cccc4c3c(cn4C)CC2N(C)C1,4.931273485
1953022,02-02-53,CC(S)C(=O)NCC(=O)O,1.957442327
2045525,2045-52-5,CN(C)CCN(Cc1ccccc1)c1ccccc1,4.229386582
2062784,2062-78-4,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.32180172
2064213,2064-21-3,CC(CN(C)C)N1c2ccccc2CCc2ccccc21,4.192528736
2064235,2064-23-5,CC(CN1c2ccccc2CCc2ccccc21)N(C)C,4.333857889
