RTECS_ID,CAS_RN,SMILES,chicken_oral_LD50
919766,919-76-6,COCCNC(=O)CSP(=S)(OC)OC,3.463537203
950107,950-10-7,CCOP(=O)(N=C1SCC(C)S1)OCC,4.983123475
950378,950-37-8,COc1nn(CSP(=S)(OC)OC)c(=O)s1,3.577404185
953173,953-17-3,COP(=S)(OC)SCSc1ccc(Cl)cc1,2.762464794
973217,973-21-7,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,3.142555866
981408,981-40-8,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.582513341
996054,996-05-4,CCCSP(C)(=S)SCCC,4.294215292
999815,999-81-5,C[N+](C)(C)CCCl,2.124769943
1005932,1005-93-2,CCC12COP(=O)(OC1)OC2,3.375661176
1079330,1079-33-0,CNC(=O)Oc1cccc2sccc12,3.38504505
1085989,1085-98-9,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.522753216
1113026,1113-02-6,CNC(=O)CSP(=O)(OC)OC,3.231867002
1491414,1491-41-4,CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,3.906684579
1563662,1563-66-2,CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.545554507
1582098,1582-09-8,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380243
1689834,1689-83-4,N#Cc1cc(I)c(O)c(I)c1,3.416143568
1689845,1689-84-5,N#Cc1cc(Br)c(O)c(Br)c1,3.212650237
1713979,1713-97-9,CC(C)OP(=S)(CCl)Sc1ccc(Cl)cc1,4.008664929
1861401,1861-40-1,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380243
1918134,1918-13-4,NC(=S)c1c(Cl)cccc1Cl,2.31407167
1929824,1929-82-4,Clc1cccc(C(Cl)(Cl)Cl)n1,2.992372998
2032657,2032-65-7,CNC(=O)Oc1cc(C)c(SC)c(C)c1,3.099933219
2104645,2104-64-5,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.810649133
2104963,2104-96-3,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1.576709351
2117784,2117-78-4,CCOP(=S)(OCC)S[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.366836142
2255176,2255-17-6,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.872855245
2270408,2270-40-8,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,4.981903955
2270419,2270-41-9,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1)C31CO1,4.482283309
2274671,2274-67-1,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.495202558
2274693,2274-69-3,COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,2.57454772
2282340,2282-34-0,CCCC(C)c1cccc(OC(=O)NC)c1,3.698577688
2487016,01-06-87,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.723512843
2528361,2528-36-1,CCCCOP(=O)(OCCCC)Oc1ccccc1,2.149337445
2531115,2011/5/31,CC(=O)OC1C(O)C2OC3C=C(C)CCC3(CO)C1(C)C21CO1,4.528773464
2532492,2532-49-2,CCCc1nc(C)cc(OC(=O)N(C)C)n1,3.570690793
2538707,2538-70-7,CC[Ge](CC)(CC)O[Ge](CC)(CC)CC,3.164082469
2550756,2550-75-6,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,1.900663113
2587862,2587-86-2,CCCC[Ge](CCCC)(CCCC)O[Ge](CCCC)(CCCC)CCCC,2.225236031
2595531,2595-53-1,C=C(OP(=O)(OC)OC)Sc1ccc(Cl)cc1,3.759256876
2623225,2623-22-5,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(O)C2(C)C12CO2,5.113104689
2633547,2633-54-7,CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.934726286
2636262,2636-26-2,COP(=S)(OC)Oc1ccc(C#N)cc1,4.014938564
2642719,2642-71-9,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.001746287
2686999,2686-99-9,CNC(=O)Oc1cc(C)c(C)c(C)c1,3.584542528
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.611271642
2764729,2764-72-9,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.964358644
2778043,04-03-78,COc1coc(CSP(=O)(OC)OC)cc1=O,3.500093303
2779660,2779-66-0,COP(=S)(OC)SCSc1ccc(Cl)c(Cl)c1,2.70179684
2782709,2782-70-9,COP(=S)(OC)SCc1ccc(SP(=S)(OC)OC)cc1,1.899664412
2813958,2813-95-8,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O,3.848577037
2917193,2917-19-3,CCC(C)c1ccc(Cl)c(OC(=O)NC)c1,1.095507262
2921315,2921-31-5,CC1OP(=S)(Cl)OC2CCCCC12,3.97322169
2921882,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.139967047
2984807,2984-80-7,COP(=O)(OC)OC(=CCl)c1ccc(Br)cc1Br,3.097345123
3337711,3337-71-1,COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061160212
3568512,3568-51-2,CCOP(=O)(OC=C(Cl)Cl)OCCCl,5.054574755
3572085,08-05-72,CCOc1ccc(NC(=O)C(Br)(CC)CC)cc1,3.227725026
3587028,02-08-87,COP(=S)(Oc1c(Cl)cc(Cl)cc1Cl)c1ccccc1,3.088279057
3766812,3766-81-2,CCC(C)c1ccccc1OC(=O)NC,2.362300224
3792594,3792-59-4,CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.36449221
3811492,3811-49-2,COP1(=S)OCc2ccccc2O1,3.293458987
3816442,3816-44-2,Cc1ncc(CO)cc1O,1.763284453
3862086,08-06-62,CCc1ccccc1OP(=O)(Oc1ccccc1CC)Oc1ccccc1CC,2.61326026
3862122,12-02-62,Cc1ccc(OP(=O)(Oc2ccc(C)cc2C)Oc2ccc(C)cc2C)c(C)c1,2.61326026
3926623,3926-62-3,O=C(O)CCl,3.066933002
4080313,4080-31-3,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,2.032836256
4104034,2003/4/4,CCCSP(=S)(OC)SCCC,4.405806867
4297614,4297-61-4,CC(=O)OCC12CCC(C)=CC1OC1C(OC(C)=O)C(OC(C)=O)C2(C)C12CO2,4.753803214
4312974,4312-97-4,O=C(O)C=CCl,2.249230979
4394778,4394-77-8,Cc1cc(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,2.484183632
4824786,4824-78-6,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,2.81740449
4825869,4825-86-9,CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,3.835071387
4940118,11-08-40,CCc1occc(=O)c1O,2.042752194
5114374,5114-37-4,Cc1ccc(SP(=S)(CCl)OC(C)C)cc1,3.936786359
5131248,5131-24-8,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,1.82287679
5221534,5221-53-4,CCCCc1c(C)[nH]c(N(C)C)nc1=O,1.718694712
5234684,5234-68-4,CC1=C(C(=O)Nc2ccccc2)SCCO1,0.991425451
5266080,5266-08-0,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl,4.803347845
5301439,5301-43-9,CCCOP(=O)(OC)OC=C(Cl)Cl,4.864772752
5598130,5598-13-0,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1.608212413
5707697,5707-69-7,Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl,3.375930509
5823110,5823-11-0,CCOP(=S)(OCC)OCCSCOC(C)CC,4.043904756
5836293,5836-29-3,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,1.988758074
5840959,5840-95-9,CCOC(=O)NCCSP(=S)(OC)OC,3.030124876
6047172,6047-17-2,CCCCOCCCOC(=O)CCOc1cc(Cl)c(Cl)cc1Cl,2.282960672
6121604,6121-60-4,CC(=O)OCC12CCC(C)=CC1OC1C(OC(C)=O)C(O)C2(C)C12CO2,4.559645944
6200904,6200-90-4,CC(=O)OC1C2OC3C=C(C)CCC3(CO)C(C)(C1OC(C)=O)C21CO1,4.05881734
6923224,6923-22-4,CNC(=O)C=C(C)OP(=O)(OC)OC,4.799622821
7452382,7452-38-2,CCOP(=S)(Oc1ccc(SC)cc1)c1ccccc1,4.113150208
7780338,7780-33-8,CCNP(=S)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.435717528
9006422,9006-42-2,S=C(S)NCCNC(=S)S,1.442905295
10004441,10004-44-1,Cc1cc(=O)[nH]o1,1.996025446
10048132,10048-13-2,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,3.898147022
10265926,10265-92-6,COP(N)(=O)SC,3.751685487
10453868,10453-86-8,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,1.529490669
10605217,10605-21-7,COC(=O)Nc1nc2ccccc2[nH]1,2.026192668
11050218,11050-21-8,CC1CC2OC3C(CC2OC2CC4OC5CC=CCC6OC7C=CC8OC9C(CC8OC7C=CC6OC5CC(O)C4(C)OC2C1)OC1CC=CC(C=CC(O)CO)OC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C,5.101359975
12627359,12627-35-9,C=C(C)C1OC2CCC3(C)C4(C)c5[nH]c6cc(Cl)c7c8c6c5C(OC(C)(C)C5CC(C(=C)C7)C85O)C4CCC3(O)C23OC3C1O,4.178985849
12750797,12750-79-7,COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C,4.26795078
12771685,12771-68-5,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,2.709787074
12771721,12771-72-1,COc1ccc2c3c4n(c2c1)C(C=C(C)C)OOC(C)(C)CC4N1C(=O)C2CCCN2C(=O)C1(O)C3O,3.284027676
12789036,12789-03-6,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.270130197
13067931,13067-93-1,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,4.174409305
13067964,13067-96-4,COP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,2.762372425
13121705,13121-70-5,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.770085981
13194484,13194-48-4,CCCSP(=O)(OCC)SCCC,4.644073166
13593038,13593-03-8,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.173629081
13684634,13684-63-4,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,2.000454324
13952846,13952-84-6,CCC(C)N,2.466209009
14168015,14168-01-5,ClC1=C(Cl)C2(Cl)C3CC(Cl)CC3C1(Cl)C2(Cl)Cl,2.273391383
14255879,14255-87-9,CCCCc1ccc2nc(NC(=O)OC)[nH]c2c1,3.791160613
14255880,14255-88-0,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,3.875215266
15105927,15105-92-7,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.553237459
15662336,15662-33-6,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,2.216212541
15879933,15879-93-3,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.01358009
16211066,16211-06-6,CCOP(=S)(OCC)OC(C)C(C)(C)C,2.192414822
16752775,16752-77-5,CNC(=O)ON=C(C)SC,3.762930302
17109498,17109-49-8,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,2.751531039
17196871,17196-87-1,CCCCCCOP(=O)(OC)OC=C(Cl)Cl,4.139776161
17196882,17196-88-2,CCCCCCCCOP(=O)(OC)OC=C(Cl)Cl,3.611920657
17581485,17581-48-5,CCCSP(C)(=S)SC(CC(=O)OCC)C(=O)OCC,3.571750024
17606314,17606-31-4,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,3.622270373
18172333,18172-33-3,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,4.447663122
18486787,18486-78-7,COP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,3.045552455
18705221,18705-22-1,C#CCOP(=O)(OCCC)c1ccccc1,2.844229311
18795589,18795-58-9,CCCCOP(=O)(OC=C(Cl)Cl)OCCCC,4.347775728
18854018,18854-01-8,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,4.161527436
18936668,18936-66-8,CCOP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,2.453419256
19044883,19044-88-3,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],2.539534
19525203,19525-20-3,c1ccc2[nH]c(-c3cscn3)nc2c1,1.70168453
20202817,20202-81-7,CCCCCCOP(=O)(OC=C(Cl)Cl)OCCCCCC,3.643989195
20202931,20202-93-1,CCCCCOP(=O)(OC=C(Cl)Cl)OCCCCC,4.107721217
21259201,21259-20-1,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.40405896
21609905,21609-90-5,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,1.942875248
21725462,21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.506411218
21757824,21757-82-4,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.128953416
21923239,21923-23-9,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,3.904597746
22224926,22224-92-6,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,4.402782796
22248799,22248-79-9,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.160661296
22373780,22373-78-0,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,3.66527749
23103982,23103-98-2,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.979167631
23248444,23248-44-4,CCCCCCCCCOP(=O)(OC)OC=C(Cl)Cl,3.395589767
23248455,23248-45-5,CCCCCCCCCCOP(=O)(OC)OC=C(Cl)Cl,3.010403784
23422539,23422-53-9,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,4.012464448
23947606,23947-60-6,CCCCc1c(C)[nH]c(NCC)nc1=O,1.718694712
24934916,24934-91-6,CCOP(=S)(OCC)SCCl,3.557618237
25311711,25311-71-1,CCOP(S)(=NC(C)C)Oc1ccccc1C(=O)OC(C)C,5.061202336
26087478,26087-47-8,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.754054737
26444495,26444-49-5,Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,1.531881092
26934872,26934-87-2,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,4.769330266
28249776,28249-77-6,CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.583244264
28434006,28434-00-6,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,1.781631888
29232937,29232-93-7,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,4.007662447
29761215,29761-21-5,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,1.59157655
29973135,29973-13-5,CCSCc1ccccc1OC(=O)NC,2.35278625
30560191,30560-19-1,COP(=O)(NC(C)=O)SC,2.359761987
31876387,31876-38-7,O=c1cc(O)c1=O,4.389418611
33071339,33071-33-9,Cc1ncc(C[n+]2csc(CCS(C)=O)c2C)c(N)n1,1.323134986
33071340,33071-34-0,CSCCc1sc[n+](Cc2cnc(C)nc2N)c1C,1.556680431
33439451,33439-45-1,CN(C)C(=O)Nc1ccc(SC(F)(F)Cl)c(Cl)c1,2.197517632
33779667,33779-66-7,CNC(=O)Oc1c(C)ccc2ccccc12,2.358896293
33820530,33820-53-0,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],2.189442586
34014181,34014-18-1,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.659575854
34114982,34114-98-2,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1OC(=O)CC(C)C)C31CO1,4.102858836
34114993,34114-99-3,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1,4.474704207
34264249,34264-24-9,CCCC(=O)CNC(=O)Oc1cc(C)cc(C(C)C)c1,1.840990101
34622690,34622-69-0,CCCCCOP(=O)(OC)OC=C(Cl)Cl,4.603762358
34643464,34643-46-4,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.538137461
34681237,34681-23-7,CNC(=O)ON=C(C)C(C)S(C)(=O)=O,2.78220697
35400432,35400-43-2,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,3.695558453
36519252,36519-25-2,CC(=O)OCC12CC(O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,4.18685232
36756793,36756-79-3,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.44630256
37332993,37332-99-3,CNC(C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(N)C(O)C(C)O2)Oc2ccc(cc2)C1O)c1ccc(OC2OC(C)C(O)C(O)C2O)cc1,2.242326215
37893020,37893-02-0,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,1.920488565
38006085,38006-08-5,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1.517468039
39603480,39603-48-0,NC(=S)NNCNNC(N)=S,3.209266967
40284626,40284-62-6,CCCCCCCOP(=O)(OC=C(Cl)Cl)OCCCCCCC,2.759695735
41083118,41083-11-8,c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,3.241777512
41198087,41198-08-7,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,5.293695113
