RTECS_ID,CAS_RN,SMILES,mammal (species unspecified)_oral_LD50
615532,615-53-2,CCOC(=O)N(C)N=O,2.740754036
626482,626-48-2,Cc1cc(=O)[nH]c(=O)[nH]1,1.799736749
626868,626-86-8,CCOC(=O)CCCCC(=O)O,1.628254322
637070,637-07-0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1.9079521
638493,638-49-3,CCCCCOC=O,1.265716054
645567,645-56-7,CCCc1ccc(O)cc1,2.401764215
681845,681-84-5,CO[Si](OC)(OC)OC,2.182477424
684935,684-93-5,CN(N=O)C(N)=O,2.971785938
690948,690-94-8,C=CC#CC(C)(C)O,2.271156146
709988,709-98-8,CCC(=O)Nc1ccc(Cl)c(Cl)c1,1.936016571
713688,713-68-8,Oc1cccc(Oc2ccccc2)c1,1.906955406
756809,756-80-9,COP(=S)(S)OC,2.053034518
760678,760-67-8,CCCCC(CC)C(=O)Cl,2.035189509
770127,770-12-7,O=P(Cl)(Cl)Oc1ccccc1,2.394830596
771619,771-61-9,Oc1c(F)c(F)c(F)c(F)c1F,2.746452556
886748,886-74-8,NC(=O)OCC(O)COc1ccc(Cl)cc1,2.487247996
919302,919-30-2,CCO[Si](CCCN)(OCC)OCC,1.743064659
950378,950-37-8,COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.082554164
999815,999-81-5,C[N+](C)(C)CCCl,2.262482967
1009934,1009-93-4,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,2.217608604
1050108,1050-10-8,CN(C(=S)Oc1ccc2ccccc2c1)c1ccc2ccccc2c1,1.535864785
1070640,1070-64-0,CCOC(=O)CCCCC(Cl)CCCl,1.814099949
1070651,1070-65-1,CCOC(=O)CCCCC(O)CCCl,1.949803609
1071712,1071-71-2,CCOC(=O)CCCCC(=O)Cl,2.280859812
1075769,1075-76-9,N#CCCNc1ccccc1,1.511714064
1081534,1081-53-4,CONC(=O)COc1ccc(Cl)cc1C,3.118052985
1087214,1087-21-4,C=CCOC(=O)c1cccc(C(=O)OCC=C)c1,2.160948481
1113015,1113-01-5,COP(=S)(OC)SCC(=O)O,1.951080497
1122709,1122-70-9,C=Cc1cccc(C)n1,2.36858583
1477798,1477-79-8,Cc1ccccc1C(O)(c1ccccc1)C(C)CN(C)C,3.054482823
1582098,1582-09-8,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.957208514
1746016,1746-01-6,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,7.884571513
1874620,1874-62-0,CCOCC(O)CO,1.380746542
1888911,1888-91-1,CC(=O)N1CCCCCC1=O,2.07693997
1980490,1980-49-0,O=C1C(N2CCCCC2)CCN1c1ccccc1,2.567133025
2104805,2104-80-5,CC(CN(C)CCc1ccccc1)C(O)(c1ccccc1)c1ccccc1,2.856744595
2104816,2104-81-6,CC1(C)CC(=O)CC(c2ccc(Cl)cc2)N1,2.774023999
2163691,2163-69-1,CN(C)C(=O)NC1CCCCCCC1,1.882371267
2244215,2244-21-5,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,2.142050263
2253443,2253-44-3,CCCCOP(=S)(S)OCCCC,2.509374593
2260357,2260-35-7,CC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1,3.191695113
2260379,2260-37-9,CC(CN(C)C)C(O)(c1ccccc1)c1ccccc1,3.032438237
2267972,2267-97-2,CC1(C)CC(=O)CC(c2ccc(F)cc2)N1,2.742872358
2533826,2533-82-6,C[As]=S,3.086445257
2587464,2587-46-4,CN1[SiH](C)N(C)[SiH](C)N(C)[SiH]1C,2.642490241
2587475,2587-47-5,CN1[SiH](C)N(C)[SiH](C)N(C)[SiH](C)N(C)[SiH]1C,2.466398982
2624171,2624-17-1,O=c1[nH]c(=O)[nH]c(=O)[nH]1,1.411872129
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.770437639
2798723,2798-72-3,C#CC=COCCCC,1.863613226
3383968,3383-96-8,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1.996734239
3518896,3518-89-6,CCC1CN(CCc2ccccc2)CCC1=O,2.82018081
3518965,3518-96-5,OC(CCN1CCc2ccccc2C1)(c1ccccc1)c1ccccc1,2.53588881
3518976,3518-97-6,CC(CN1CCc2ccccc2C1)C(O)(c1ccccc1)c1ccccc1,2.553272402
3612144,3612-14-4,COc1ccc(CCN2CCC(=O)CC2)cc1OC,2.876443839
3612155,3612-15-5,COc1ccc(CCN2CCC(=O)C(C)C2)cc1OC,2.898982048
3612224,3612-22-4,CC1(C)CC(=O)CC(c2cccc(Cl)c2)N1,2.774023999
3764996,3764-99-6,CC1(C)CC(=O)CC(c2ccc(Br)cc2)N1,2.848467777
3818697,3818-69-7,CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCC,3.122442417
4071276,4071-27-6,CC(CN1CCCCC1)C(OC(=O)c1ccccc1)(c1ccccc1)c1ccccc1,2.315509581
4071301,4071-30-1,CC(CN(C)C)C(OC(=O)c1ccccc1)(c1ccccc1)c1ccccc1,2.873315951
4082375,4082-37-5,CC(CN1CCCCCC1)C(O)(c1ccccc1)c1ccccc1,2.634786171
4082386,4082-38-6,CC(CN(C)C1CCCCCC1)C(O)(c1ccccc1)c1ccccc1,2.670906073
4082397,4082-39-7,CCC(CN(C)C)C(O)(c1ccccc1)c1ccccc1,3.173669231
4082411,4082-41-1,CC(CN1CCN(c2ccccc2)CC1)C(O)(c1ccccc1)c1ccccc1,2.286163323
4082422,4082-42-2,COc1ccc(N2CCN(CC(C)C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.318652782
4082433,4082-43-3,CC(CN1CCN(c2ccc(Cl)cc2)CC1)C(O)(c1ccccc1)c1ccccc1,2.323235595
4082444,4082-44-4,CC(CC(O)(c1ccccc1)c1ccccc1)N1CCc2ccccc2C1,2.252242406
4082455,4082-45-5,CC(CC(O)(c1ccccc1)c1ccccc1)N(C)CCc1ccccc1,2.254684603
4082477,4082-47-7,CC(Cc1ccccc1)N(C)CC(C)C(O)(c1ccccc1)c1ccccc1,2.87336711
4082499,4082-49-9,CC(CC1CCCCC1)N(C)CC(C)C(O)(c1ccccc1)c1ccccc1,2.579312475
4082524,4082-52-4,CN(CCCC(O)(c1ccccc1)c1ccccc1)CCc1ccccc1,3.15777459
4150872,4150-87-2,COc1ccc(C(O)(c2ccccc2C)C(C)CN(C)C)cc1,2.922124536
4150883,4150-88-3,COc1ccc(C(O)(c2ccc(C)cc2)C(C)CN(C)C)cc1,2.621094541
4150907,4150-90-7,COc1ccc(C(O)(c2ccccc2)C(C)CN(C)C)cc1,2.902240835
4150918,4150-91-8,Cc1cccc(C(O)(c2ccccc2)C(C)CN(C)C)c1,2.753452828
4150930,4150-93-0,CC(CN(C)C)C(O)(C#Cc1ccccc1)c1ccccc1,3.069534903
4150941,4150-94-1,Cc1ccccc1C(O)(c1ccccc1C)C(C)CN(C)C,2.899371025
4150952,4150-95-2,Cc1ccccc1C(O)(CCN(C)C)c1ccccc1,2.351197
4150963,4150-96-3,Cc1ccc(C(O)(c2ccccc2)C(C)CN2CCCC2)cc1,3.092654689
4150985,4150-98-5,CC(CN1CCCC1)C(O)(c1ccccc1)c1ccco1,2.881402918
4150996,4150-99-6,CC(CN1CCCC1)C(O)(c1ccccc1)c1cccs1,3.200468891
4151002,4151-00-2,CC(CN1CCCC1)C(O)(c1ccccc1)c1ccccn1,3.073958703
4189791,4189-79-1,C(CN1CCc2ccccc2C1)=C(c1ccccc1)c1ccccc1,3.233737347
4423965,4423-96-5,CC1(C)CC(=O)CC(c2ccccc2Cl)N1,2.774023999
4544154,4544-15-4,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,3.887303945
4829725,4829-72-5,CC(Cc1ccccc1)N(C)CCC(O)(c1ccccc1)c1ccccc1,2.856744595
5421465,5421-46-5,O=C(O)CS,2.566409206
6091447,6091-44-7,C1CCNCC1,3.579936634
6973939,6973-93-9,Nc1ccc2[nH]c(=O)c(O)nc2c1,1.017924104
6988212,6988-21-2,CNC(=O)Oc1ccccc1C1OCCO1,3.15562407
10222012,10222-01-2,N#CC(Br)(Br)C(N)=O,3.311699997
10453868,10453-86-8,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.001216892
10563298,10563-29-8,CN(C)CCCNCCCN,2.046210049
11097691,11097-69-1,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,1.911739387
12789036,12789-03-6,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.357280373
13457186,13457-18-6,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,3.30732276
13655522,13655-52-2,C=CCc1ccccc1OCC(O)CNC(C)C,3.131998516
14255880,14255-88-0,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,2.003992709
14439679,14439-67-9,C#CCN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,1.836593725
14631459,14631-45-9,CCOCCC#N,1.539093623
15129369,15129-36-9,CCO[Si](CNCCCCCCN)(OCC)OCC,2.767149927
15263522,15263-52-2,CN(C)C(CSC(N)=O)CSC(N)=O,2.784324629
15383207,15383-20-7,CCO[Si](C)(CNCCCCCCN)OCC,2.640928421
15458874,15458-87-4,CC[Si]1(CC)N[Si](CC)(CC)N[Si](CC)(CC)N1,2.199107811
15972608,15972-60-8,CCc1cccc(CC)c1N(COC)C(=O)CCl,1.953875617
16222950,16222-95-0,C=Cc1ccc(C=C)nc1,2.285352092
16368971,16368-97-1,CCCCC(CC)COP(=O)(OCC(CC)CCCC)Oc1ccccc1,1.630433215
17226436,17226-43-6,CC(C)OC(CO)CO,1.4287016
18878405,18878-40-5,O=C1Nc2cccc(Cl)c2C(c2ccccc2)=NC1[n+]1ccccc1,5.360749074
19288596,19288-59-6,C=C(C)C(=O)OCCNc1ccccc1,1.559481546
19819477,19819-47-7,O=[N+]([O-])c1ccc(C=CC=NN(CCCl)CCCl)o1,1.769929502
20587046,20587-04-6,Cc1cc(N(C)N=Cc2ccc([N+](=O)[O-])o2)ncn1,2.624649648
20924634,20924-63-4,CCOC(=O)c1oc2ccccc2c(=O)c1C,1.99485981
21233749,21233-74-9,CCOC(=O)c1c(CC)cnc2ccccc12,1.828885362
22781233,22781-23-3,CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.804680624
23374427,23374-42-7,Cc1ncc(O)c(C=NC2CCSC2=O)c1CO,1.948285789
23374438,23374-43-8,Cc1ncc(CO)c(C=NC2CCSC2=O)c1O,1.948285789
24424995,24424-99-5,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1.639982258
24526645,24526-64-5,CN1Cc2c(N)cccc2C(c2ccccc2)C1,2.900064747
25340174,25340-17-4,CCc1ccccc1CC,1.335432016
26095590,26095-59-0,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,2.871638488
26171233,26171-23-3,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.933299964
26414879,26414-87-9,NC(=S)Cc1ccccn1,2.426602568
29171775,29171-77-5,CS(=O)(=O)OCC1OC1C1OC1COS(C)(=O)=O,2.936407454
29232937,29232-93-7,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,2.183753706
30534293,30534-29-3,Clc1cccc(N2CCN(CN3CCN(c4cccc(Cl)c4)CC3)CC2)c1,2.548670201
30560191,30560-19-1,COP(=O)(NC(C)=O)SC,2.756346942
31121934,31121-93-4,CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.314467649
31218834,31218-83-4,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,3.335247994
31482561,31482-56-1,CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,1.509680924
32809168,32809-16-8,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,1.453535433
32933598,32933-59-8,COc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C(=O)N2CC(=O)O,2.669093631
33629479,33629-47-9,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1.369950255
33921129,33921-12-9,Nc1ccccc1,2.270114935
34524204,34524-20-4,CC(C)C(N)C(=O)OC(C)C1CC=CCCC(O)C(C)(C)C2CCC(C)C3(O2)O[B-]24OC(C(=O)O1)C1(OC(CCC1C)C(C)(C)C(O)CCCC1CC(OC(=O)C3O2)C(C)O1)O4,3.688658559
37096790,37096-79-0,CC(CCCC(C)(C)O)N1CCCCC1,2.630153176
37096803,37096-80-3,CC(CCCC(C)(C)O)N1CCCCCC1,2.427356256
37096916,37096-91-6,CC(CCCC(C)(C)O)N1CCOCC1,2.291725973
37096938,37096-93-8,CC(CCCC(C)(C)O)N1CCCC1,2.220408851
38241280,38241-28-0,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,2.578058999
39719578,39719-57-8,O=C(COc1ccccc1)OCC(O)COc1ccc(Cl)cc1,2.226304691
39719589,39719-58-9,O=C(COc1ccccc1O)OCC(O)COc1ccc(Cl)cc1,2.246461649
39719590,39719-59-0,O=C(COc1ccc(Cl)cc1)OCC(O)COc1ccc(Cl)cc1,2.268596691
39719603,39719-60-3,CC(Oc1ccccc1)C(=O)OCC(O)COc1ccc(Cl)cc1,2.244027113
39719614,39719-61-4,CC(Oc1ccc(Cl)cc1)C(=O)OCC(O)COc1ccc(Cl)cc1,5.284704761
39719625,39719-62-5,CC(C)(Oc1ccccc1)C(=O)OCC(O)COc1ccc(Cl)cc1,2.261054595
39719636,39719-63-6,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCC(O)COc1ccc(Cl)cc1,5.300236684
39742604,39742-60-4,O=C1CCN(CCc2ccccc2)CC1,2.76403729
40681092,40681-09-2,COc1ccc(C=CC(=O)c2c(OCCN3CCCCC3)c(OC)c3occc3c2OC)cc1,3.136483682
40967097,40967-09-7,CN1C(=O)C([n+]2ccccc2)N=C(c2ccccc2)c2cc(Cl)ccc21,5.355595176
41226317,41226-31-7,COc1c(C(=O)C=Cc2ccc(OC(C)C)cc2)c(OCCN(C)C)c(OC)c2occc12,3.179489553
41226351,41226-35-1,COc1c(C(=O)C=Cc2ccccc2O)c(OCCN(C)C)c(OC)c2occc12,2.873958599
41226373,41226-37-3,COc1c(C(=O)C=Cc2cccc(O)c2)c(OCCN(C)C)c(OC)c2occc12,2.423989591
41226419,41226-41-9,COc1c(C(=O)C=Cc2ccc(O)cc2)c(OCCN2CCCC2)c(OC)c2occc12,2.410521195
41226497,41226-49-7,COc1c(C(=O)C=Cc2ccccc2O)c(OCCN2CCCCCC2)c(OC)c2occc12,2.236598835
42856575,42856-57-5,O=C1CC(c2ccccc2)C(=O)N1Cc1ccccc1,2.591247981
50628916,50628-91-6,CCOC(=O)CCCCC(=O)CCCl,2.554919346
52322142,52322-14-2,CCCCCCCCO[Si](C)(C)Cl,2.092705053
52557978,52557-97-8,COC(=O)C1CC2CC1C(C)(C)C2,4.56172851
52995069,52995-06-9,NC(=O)c1ccc[n+](C2N=C(c3ccccc3Cl)c3cc(Cl)ccc3NC2=O)c1,5.404388732
52995638,52995-63-8,Cc1n(CCBr)c([N+](=O)[O-])c[n+]1C1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,5.46864183
52995649,52995-64-9,Cc1n(CCBr)c([N+](=O)[O-])c[n+]1C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,5.239829131
52995650,52995-65-0,Cc1n(CCBr)c([N+](=O)[O-])c[n+]1C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,5.315977608
52995661,52995-66-1,Cn1cc[n+](C2N=C(c3ccccc3)c3cc(Cl)ccc3NC2=O)c1,5.406437735
52995672,52995-67-2,CCn1cc[n+](C2N=C(c3ccccc3Cl)c3cc(Cl)ccc3NC2=O)c1,5.450085311
52995683,52995-68-3,CCn1cc[n+](C2N=C(c3ccccc3)c3cc(Cl)ccc3NC2=O)c1,5.510217493
52995694,52995-69-4,CCn1cc[n+](C2N=C(c3ccccc3)c3cc(Cl)ccc3N(C)C2=O)c1,2.977576149
52995707,52995-70-7,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1[n+]1ccccc1,5.34045318
52995729,52995-72-9,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1[N+]1(CCO)CCOCC1,5.709400669
52995741,52995-74-1,CCN(CC)C(=O)c1ccc[n+](C2N=C(c3ccccc3)c3cc(Cl)ccc3NC2=O)c1,5.256773982
52995752,52995-75-2,CCN(CC)C(=O)c1ccc[n+](C2N=C(c3ccccc3Cl)c3cc(Cl)ccc3NC2=O)c1,5.321671361
53072483,53072-48-3,Cn1cc[n+](C2N=C(c3ccccc3Cl)c3cc(Cl)ccc3NC2=O)c1,5.489971972
53072494,53072-49-4,CN1C(=O)C([n+]2ccn(C)c2)N=C(c2ccccc2)c2cc(Cl)ccc21,5.521903252
53072507,53072-50-7,NC(=O)c1cc[n+](C2N=C(c3ccccc3Cl)c3cc(Cl)ccc3NC2=O)cc1,5.337441942
53149409,53149-40-9,CN1C(=O)C([n+]2ccc(C(N)=O)cc2)N=C(c2ccccc2)c2cc(Cl)ccc21,5.313915375
54279515,54279-51-5,COc1ccc(CCC(O)c2c(OC)c3c(c(OC)c2OCCN2CCCCC2)OCC3)cc1,3.182206577
54279526,54279-52-6,COc1c2c(c(OC)c(C(O)CCc3ccc(O)cc3)c1OCCN1CCCCC1)CCO2,2.3594247
54279537,54279-53-7,COc1ccc(CCC(O)c2c(OC)c3c(c(OC)c2OCCN(C)C)OCC3)cc1,2.789911947
54279582,54279-58-2,COc1ccc(CCC(O)c2c(OC)c3c(c(OC)c2OCCN2CCCC2)OCC3)cc1,3.190632679
54279606,54279-60-6,COc1c2c(c(OC)c(C(O)CCc3ccccc3)c1OCCN1CCCCC1)CCO2,2.991785079
