RTECS_ID,CAS_RN,SMILES,guinea pig_oral_LD50
124174,124-17-4,CCCCOCCOCCOC(C)=O,1.940980227
125519,125-51-9,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.850609481
125699,125-69-9,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.907276967
126227,126-22-7,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,2.537524828
126523,126-52-3,C#CC1(OC(N)=O)CCCCC1,2.825317044
127004,127-00-4,CC(O)CCl,2.118287695
127208,127-20-8,CC(Cl)(Cl)C(=O)O,1.623762962
128370,128-37-0,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.313741103
128427,128-42-7,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.78258566
128563,128-56-3,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,0.954664535
129033,129-03-3,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,3.124042079
129204,129-20-4,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,2.444728144
130154,130-15-4,O=C1C=CC(=O)c2ccccc21,2.597025681
130869,130-86-9,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,3.173486246
131088,131-08-8,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21,1.137595219
131895,131-89-5,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,3.726324506
133664,133-66-4,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1S(=O)(=O)O,2.105745637
134203,134-20-3,COC(=O)c1ccccc1N,1.735406452
135193,135-19-3,Oc1ccc2ccccc2c1,2.03340267
135319,135-31-9,Clc1ccc(CC(=CCN2CCCC2)c2ccccc2)cc1,2.497004856
136696,136-69-6,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,4.219280571
137428,137-42-8,CNC(=S)S,2.11904933
139402,139-40-2,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.282008109
139888,139-88-8,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,2.656108526
140056,140-05-6,CCCCCCC(CC=CCCCCCCCC(=O)OCCOC)OC(C)=O,1.521338615
140114,140-11-4,CC(=O)OCc1ccccc1,1.834180744
140261,140-26-1,CC(C)CC(=O)OCCc1ccccc1,1.520677265
140294,140-29-4,N#CCc1ccccc1,4.068746
140567,140-56-7,CN(C)c1ccc(N=NS(=O)(=O)O)cc1,3.184238923
140578,140-57-8,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,1.933805151
141435,141-43-5,NCCO,1.993535779
141786,141-78-6,CCOC(C)=O,1.204642795
142198,142-19-8,C=CCOC(=O)CCCCCC,2.583709252
144194,144-19-4,CC(C)C(O)C(C)(C)CO,1.864006484
147240,147-24-0,CN(C)CCOC(c1ccccc1)c1ccccc1,2.959996539
150130,150-13-0,Nc1ccc(C(=O)O)cc1,1.725538106
150505,150-50-5,CCCCSP(SCCCC)SCCCC,2.545558872
151677,151-67-7,FC(F)(F)C(Cl)Br,1.517154095
152114,152-11-4,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.511511904
154698,154-69-8,CN(C)CCN(Cc1ccccc1)c1ccccn1,3.231070114
257078,257-07-8,C1=Nc2ccccc2Oc2ccccc21,2.491875888
280579,280-57-9,C1CN2CCN1CC2,1.697717432
288324,288-32-4,c1c[nH]cn1,1.952199576
297789,297-78-9,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.313607831
298000,298-00-0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.316500314
298044,298-04-4,CCOP(=S)(OCC)SCCSCC,4.404980926
298464,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,2.409628106
298817,298-81-7,COc1c2occc2cc2ccc(=O)oc12,2.631548241
299456,299-45-6,CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.118365267
299843,299-84-3,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.361119128
299854,299-85-4,COP(S)(=NC(C)C)Oc1ccc(Cl)cc1Cl,3.174950947
299865,299-86-5,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.464958761
300425,300-42-5,CNC(C)Cc1ccccc1,3.219634001
301122,301-12-2,CCS(=O)CCSP(=O)(OC)OC,3.312265533
306525,306-52-5,O=P(O)(O)OCC(Cl)(Cl)Cl,2.354951783
315184,315-18-4,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.170824759
316427,316-42-7,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,4.380798047
327980,327-98-0,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,3.921171258
329011,329-01-1,O=C=Nc1cccc(C(F)(F)F)c1,2.592692312
333255,333-25-5,O=[As](Cl)(Cl)C=CCl,5.047893734
333415,333-41-5,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.085436151
339720,339-72-0,NC1CONC1=O,1.70796597
340567,340-56-7,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,2.842160084
371868,371-86-8,CC(C)NP(=O)(F)NC(C)C,3.357408327
431038,431-03-8,C=C(O)C(C)=O,1.939317513
453189,453-18-9,COC(=O)CF,5.265143422
456597,456-59-7,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,1.844903231
465736,465-73-6,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,4.043676586
466068,466-06-8,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,4.891667604
468280,468-28-0,CC(C)=CCC1C(=O)C(=C(O)CC(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,3.50367128
470906,470-90-6,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,3.458877061
479925,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,2.341125382
484208,484-20-8,COc1c2ccoc2cc2oc(=O)ccc12,1.38059711
485314,485-31-4,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,3.207253216
498237,498-23-7,CC(=CC(=O)O)C(=O)O,1.98394019
500389,500-38-9,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,2.561460608
502556,502-55-6,CCOC(=S)SSC(=S)OCC,2.782494123
504154,504-15-4,Cc1cc(O)cc(O)c1,1.86679316
508758,508-75-8,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,4.041901696
512561,512-56-1,COP(=O)(OC)OC,1.922086617
530789,530-78-9,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.482924547
532116,532-11-6,COc1ccc(-c2cc(=S)ss2)cc1,1.60273624
532274,532-27-4,O=C(CCl)c1ccccc1,2.990541166
533744,533-74-4,CN1CSC(=S)N(C)C1,3.006153045
535897,535-89-7,Cc1cc(N(C)C)nc(Cl)n1,4.809714096
539219,539-21-9,NC(=S)N=Nc1ccc(NN=C(N)N)cc1,3.47219311
540181,540-18-1,CCCCCOC(=O)CCC,1.121951113
540727,540-72-7,N#CS,2.072566034
541479,541-47-9,CC(C)=CC(=O)O,1.523386573
541855,541-85-5,CCC(=O)CC(C)CC,1.709998828
542596,542-59-6,CC(=O)OCCO,1.437687992
556887,556-88-7,NC(N)=N[N+](=O)[O-],1.523166787
563122,563-12-2,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,3.982821669
572485,572-48-5,CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.265279016
584087,584-08-7,O=C(O)O,1.870873295
589322,589-32-2,CCN(CC)CCSSCCN(CC)CC,2.917282266
